time,year,month,PF,pop,dpopdt,season1,season2,season3,season4,season5,season6,Mean_Temp,Min_Temp,Max_Temp,RH
2001.3333,2001,5,17,4663533,0,0,0.1667,0.6667,0.1667,0,0,32.5732,24.7097,43.2173,50.5085
2001.4167,2001,6,12,4663533,0,0,0.0208,0.4792,0.4792,0.0208,0,30.1681,24.1343,39.2307,68.0339
2001.5,2001,7,35,4663533,0,0,0,0.1667,0.6667,0.1667,0,27.3432,24.5024,32.8088,82.8091
2001.5833,2001,8,132,4663533,0,0,0,0.0208,0.4792,0.4792,0.0208,27.4085,23.8782,32.3064,80.523
2001.6667,2001,9,228,4663533,0,0,0,0,0.1667,0.6667,0.1667,29.635,23.719,38.8911,64.014
2001.75,2001,10,152,4663533,0,0.0208,0,0,0.0208,0.4792,0.4792,28.8812,18.8594,37.7533,52.4016
2001.8333,2001,11,150,4663533,0,0.1667,0,0,0,0.1667,0.6667,25.2081,14.8695,36.0009,36.04
2001.9167,2001,12,74,4663533,0,0.4792,0.0208,0,0,0.0208,0.4792,21.9126,12.499,31.2157,42.4044
2002,2002,1,55,4763233,0,0.6667,0.1667,0,0,0,0.1667,20.1161,11.1357,29.8738,40.1327
2002.0833,2002,2,26,4763233,0,0.4792,0.4792,0.0208,0,0,0.0208,22.7694,9.9946,34.2054,33.7038
2002.1667,2002,3,10,4763233,0,0.1667,0.6667,0.1667,0,0,0,27.9803,16.7614,39.1665,33.4468
2002.25,2002,4,17,4763233,0,0.0208,0.4792,0.4792,0.0208,0,0,31.6525,21.4627,43.7052,34.103
2002.3333,2002,5,3,4763233,0,0,0.1667,0.6667,0.1667,0,0,33.723,23.8191,44.9148,45.4744
2002.4167,2002,6,9,4763233,0,0,0.0208,0.4792,0.4792,0.0208,0,32.3577,25.7355,40.4875,59.7218
2002.5,2002,7,43,4763233,0,0,0,0.1667,0.6667,0.1667,0,29.6539,24.9829,35.9255,66.3572
2002.5833,2002,8,93,4763233,0,0,0,0.0208,0.4792,0.4792,0.0208,27.6262,23.3608,34.6276,77.4128
2002.6667,2002,9,155,4763233,0,0,0,0,0.1667,0.6667,0.1667,27.952,21.7324,38.1294,68.1126
2002.75,2002,10,109,4763233,0,0.0208,0,0,0.0208,0.4792,0.4792,29.9476,18.3304,39.6191,36.7867
2002.8333,2002,11,71,4763233,0,0.1667,0,0,0,0.1667,0.6667,25.411,14.7624,36.1003,37.5931
2002.9167,2002,12,60,4763233,0,0.4792,0.0208,0,0,0.0208,0.4792,22.3689,12.578,33.4685,44.4362
2003,2003,1,53,4865065,0,0.6667,0.1667,0,0,0,0.1667,21.8648,11.6118,32.8126,39.0218
2003.0833,2003,2,19,4865065,0,0.4792,0.4792,0.0208,0,0,0.0208,23.3204,12.902,34.8397,45.4218
2003.1667,2003,3,13,4865065,0,0.1667,0.6667,0.1667,0,0,0,27.3068,12.1957,39.4444,27.9792
2003.25,2003,4,24,4865065,0,0.0208,0.4792,0.4792,0.0208,0,0,31.986,22.1204,42.7197,34.2066
2003.3333,2003,5,7,4865065,0,0,0.1667,0.6667,0.1667,0,0,33.1884,21.7489,43.8061,40.8756
2003.4167,2003,6,21,4865065,0,0,0.0208,0.4792,0.4792,0.0208,0,31.5289,25.1871,41.9336,63.5058
2003.5,2003,7,19,4865065,0,0,0,0.1667,0.6667,0.1667,0,27.8801,24.6922,33.4861,83.5606
2003.5833,2003,8,131,4865065,0,0,0,0.0208,0.4792,0.4792,0.0208,27.137,24.1191,31.7643,83.4637
2003.6667,2003,9,188,4865065,0,0,0,0,0.1667,0.6667,0.1667,27.421,22.749,33.2071,78.2251
2003.75,2003,10,241,4865065,0,0.0208,0,0,0.0208,0.4792,0.4792,27.2052,17.2864,35.3245,50.2847
2003.8333,2003,11,213,4865065,0,0.1667,0,0,0,0.1667,0.6667,25.3484,16.2716,34.629,48.6649
2003.9167,2003,12,187,4865065,0,0.4792,0.0208,0,0,0.0208,0.4792,21.0611,11.1077,31.432,47.8601
2004,2004,1,120,4969074,0,0.6667,0.1667,0,0,0,0.1667,20.4073,11.2504,31.1027,47.1294
2004.0833,2004,2,73,4969074,0,0.4792,0.4792,0.0208,0,0,0.0208,22.5855,10.5909,34.1704,39.5555
2004.1667,2004,3,41,4969074,0,0.1667,0.6667,0.1667,0,0,0,28.7473,17.161,40.6208,26.8869
2004.25,2004,4,25,4969074,0,0.0208,0.4792,0.4792,0.0208,0,0,31.3013,21.3733,41.9047,42.305
2004.3333,2004,5,20,4969074,0,0,0.1667,0.6667,0.1667,0,0,32.8028,21.7682,43.6836,44.7676
2004.4167,2004,6,18,4969074,0,0,0.0208,0.4792,0.4792,0.0208,0,31.1689,25.5414,41.1757,64.3257
2004.5,2004,7,34,4969074,0,0,0,0.1667,0.6667,0.1667,0,29.205,24.3359,36.7569,72.1082
2004.5833,2004,8,187,4969074,0,0,0,0.0208,0.4792,0.4792,0.0208,26.4659,23.5525,31.3862,84.8795
2004.6667,2004,9,501,4969074,0,0,0,0,0.1667,0.6667,0.1667,28.6073,22.5277,35.5169,72.1768
2004.75,2004,10,334,4969074,0,0.0208,0,0,0.0208,0.4792,0.4792,26.7285,17.6035,34.7001,57.3833
2004.8333,2004,11,607,4969074,0,0.1667,0,0,0,0.1667,0.6667,25.2193,14.6668,33.3892,46.4099
2004.9167,2004,12,354,4969074,0,0.4792,0.0208,0,0,0.0208,0.4792,21.8088,12.2284,30.6197,52.1006
2005,2005,1,173,5075306,0,0.6667,0.1667,0,0,0,0.1667,18.7841,9.3969,27.5869,46.995
2005.0833,2005,2,86,5075306,0,0.4792,0.4792,0.0208,0,0,0.0208,21.9399,8.4183,35.6343,43.3319
2005.1667,2005,3,65,5075306,0,0.1667,0.6667,0.1667,0,0,0,27.0177,16.085,37.1878,35.6064
2005.25,2005,4,42,5075306,0,0.0208,0.4792,0.4792,0.0208,0,0,30.4034,18.0807,40.6526,27.2227
2005.3333,2005,5,46,5075306,0,0,0.1667,0.6667,0.1667,0,0,32.8201,22.7074,42.4532,42.6559
2005.4167,2005,6,21,5075306,0,0,0.0208,0.4792,0.4792,0.0208,0,31.772,24.5208,41.5254,60.545
2005.5,2005,7,144,5075306,0,0,0,0.1667,0.6667,0.1667,0,28.3567,23.436,33.83,77.5783
2005.5833,2005,8,364,5075306,0,0,0,0.0208,0.4792,0.4792,0.0208,27.3112,23.4439,32.109,80.5961
2005.6667,2005,9,570,5075306,0,0,0,0,0.1667,0.6667,0.1667,27.4932,22.1773,33.8532,82.2639
2005.75,2005,10,528,5075306,0,0.0208,0,0,0.0208,0.4792,0.4792,26.4172,16.1043,34.3334,61.0022
2005.8333,2005,11,486,5075306,0,0.1667,0,0,0,0.1667,0.6667,22.9629,12.7129,31.804,54.2464
2005.9167,2005,12,234,5075306,0,0.4792,0.0208,0,0,0.0208,0.4792,19.6512,9.9302,29.1007,49.3684
2006,2006,1,91,5183809,0,0.6667,0.1667,0,0,0,0.1667,19.9933,10.0314,32.0863,49.2085
2006.0833,2006,2,62,5183809,0,0.4792,0.4792,0.0208,0,0,0.0208,24.6332,13.4654,35.5005,43.9825
2006.1667,2006,3,68,5183809,0,0.1667,0.6667,0.1667,0,0,0,26.0785,15.7818,36.9299,37.9501
2006.25,2006,4,22,5183809,0,0.0208,0.4792,0.4792,0.0208,0,0,30.3518,19.4202,39.4972,40.7994
2006.3333,2006,5,13,5183809,0,0,0.1667,0.6667,0.1667,0,0,32.7695,22.8031,42.6624,47.3888
2006.4167,2006,6,43,5183809,0,0,0.0208,0.4792,0.4792,0.0208,0,30.645,25.1719,41.2326,64.2239
2006.5,2006,7,196,5183809,0,0,0,0.1667,0.6667,0.1667,0,27.8608,24.2738,35.0144,81.7205
2006.5833,2006,8,466,5183809,0,0,0,0.0208,0.4792,0.4792,0.0208,26.3471,23.1348,30.7799,85.9188
2006.6667,2006,9,429,5183809,0,0,0,0,0.1667,0.6667,0.1667,27.7124,23.2074,33.9955,80.9237
2006.75,2006,10,333,5183809,0,0.0208,0,0,0.0208,0.4792,0.4792,28.3832,20.6696,36.2673,54.2892
2006.8333,2006,11,315,5183809,0,0.1667,0,0,0,0.1667,0.6667,24.9359,15.114,33.8842,47.424
2006.9167,2006,12,179,5183809,0,0.4792,0.0208,0,0,0.0208,0.4792,22.0496,12.649,31.6781,52.1416
2007,2007,1,59,5294632,0,0.6667,0.1667,0,0,0,0.1667,20.8851,11.8443,32.0139,45.2064
2007.0833,2007,2,29,5294632,0,0.4792,0.4792,0.0208,0,0,0.0208,23.7482,14.1581,34.1519,48.5455
2007.1667,2007,3,37,5294632,0,0.1667,0.6667,0.1667,0,0,0,26.9609,15.8111,40.0486,34.6147
2007.25,2007,4,27,5294632,0,0.0208,0.4792,0.4792,0.0208,0,0,31.4817,19.1488,40.9859,34.9589
2007.3333,2007,5,16,5294632,0,0,0.1667,0.6667,0.1667,0,0,32.6656,25.078,41.9454,48.4202
2007.4167,2007,6,19,5294632,0,0,0.0208,0.4792,0.4792,0.0208,0,31.7467,25.7614,41.3983,64.333
2007.5,2007,7,34,5294632,0,0,0,0.1667,0.6667,0.1667,0,28.2244,25.0391,33.3039,82.9596
2007.5833,2007,8,273,5294632,0,0,0,0.0208,0.4792,0.4792,0.0208,27.3908,22.8894,32.8455,84.4127
2007.6667,2007,9,672,5294632,0,0,0,0,0.1667,0.6667,0.1667,27.3665,22.7391,33.0525,82.3651
2007.75,2007,10,499,5294632,0,0.0208,0,0,0.0208,0.4792,0.4792,25.8847,16.4473,34.0493,60.523
2007.8333,2007,11,278,5294632,0,0.1667,0,0,0,0.1667,0.6667,24.7193,14.4085,34.5969,52.5054
2007.9167,2007,12,161,5294632,0,0.4792,0.0208,0,0,0.0208,0.4792,20.931,11.1215,29.9974,51.5317
2008,2008,1,44,5407823,0,0.6667,0.1667,0,0,0,0.1667,19.6235,9.8682,31.5596,44.6972
2008.0833,2008,2,24,5407823,0,0.4792,0.4792,0.0208,0,0,0.0208,20.0428,6.9401,33.8869,37.8326
2008.1667,2008,3,22,5407823,0,0.1667,0.6667,0.1667,0,0,0,27.3753,14.6778,38.172,37.5132
2008.25,2008,4,20,5407823,0,0.0208,0.4792,0.4792,0.0208,0,0,30.3255,20.0997,41.2929,37.7264
2008.3333,2008,5,15,5407823,0,0,0.1667,0.6667,0.1667,0,0,31.7565,23.7593,40.44,50.583
2008.4167,2008,6,6,5407823,0,0,0.0208,0.4792,0.4792,0.0208,0,30.008,24.7121,38.7422,68.661
2008.5,2008,7,67,5407823,0,0,0,0.1667,0.6667,0.1667,0,28.1125,24.7138,33.469,78.9186
2008.5833,2008,8,288,5407823,0,0,0,0.0208,0.4792,0.4792,0.0208,26.9595,22.674,31.4592,83.2912
2008.6667,2008,9,381,5407823,0,0,0,0,0.1667,0.6667,0.1667,27.4416,21.3505,34.3131,79.7816
2008.75,2008,10,293,5407823,0,0.0208,0,0,0.0208,0.4792,0.4792,27.7041,18.3922,36.0672,58.2779
2008.8333,2008,11,173,5407823,0,0.1667,0,0,0,0.1667,0.6667,24.7536,15.4042,34.4854,46.0036
2008.9167,2008,12,66,5407823,0,0.4792,0.0208,0,0,0.0208,0.4792,23.4117,12.365,33.8245,54.0383
2009,2009,1,49,5523436,0,0.6667,0.1667,0,0,0,0.1667,21.9817,12.1837,31.2377,52.9072
2009.0833,2009,2,25,5523436,0,0.4792,0.4792,0.0208,0,0,0.0208,23.8442,13.3427,36.2402,42.8621
2009.1667,2009,3,20,5523436,0,0.1667,0.6667,0.1667,0,0,0,28.2319,16.9695,39.0095,34.9672
2009.25,2009,4,22,5523436,0,0.0208,0.4792,0.4792,0.0208,0,0,31.7065,20.9911,42.5559,26.1206
2009.3333,2009,5,8,5523436,0,0,0.1667,0.6667,0.1667,0,0,32.5344,23.5364,41.7882,48.875
2009.4167,2009,6,6,5523436,0,0,0.0208,0.4792,0.4792,0.0208,0,32.225,26.5098,40.2086,57.7619
2009.5,2009,7,8,5523436,0,0,0,0.1667,0.6667,0.1667,0,28.6693,24.6755,40.4904,79.2574
2009.5833,2009,8,210,5523436,0,0,0,0.0208,0.4792,0.4792,0.0208,28.2502,24.5956,33.8502,75.6831
2009.6667,2009,9,145,5523436,0,0,0,0,0.1667,0.6667,0.1667,28.6448,22.941,37.7933,71.7378
2009.75,2009,10,146,5523436,0,0.0208,0,0,0.0208,0.4792,0.4792,28.2808,18.1655,37.937,46.7496
2009.8333,2009,11,255,5523436,0,0.1667,0,0,0,0.1667,0.6667,24.9866,15.5351,35.8773,45.5162
2009.9167,2009,12,128,5523436,0,0.4792,0.0208,0,0,0.0208,0.4792,22.4186,13.6189,31.2074,49.4865
2010,2010,1,29,5641520,0,0.6667,0.1667,0,0,0,0.1667,21.5353,13.0113,30.9078,43.4622
2010.0833,2010,2,6,5641520,0,0.4792,0.4792,0.0208,0,0,0.0208,23.6561,12.0144,35.7425,38.6333
2010.1667,2010,3,22,5641520,0,0.1667,0.6667,0.1667,0,0,0,28.9099,17.0759,40.6538,35.078
2010.25,2010,4,30,5641520,0,0.0208,0.4792,0.4792,0.0208,0,0,32.1451,20.8808,42.3747,36.3326
2010.3333,2010,5,13,5641520,0,0,0.1667,0.6667,0.1667,0,0,34.9043,25.8175,45.4388,39.6896
2010.4167,2010,6,21,5641520,0,0,0.0208,0.4792,0.4792,0.0208,0,33.5348,26.7994,43.8562,55.0088
2010.5,2010,7,25,5641520,0,0,0,0.1667,0.6667,0.1667,0,28.3665,24.7904,37.0297,81.809
2010.5833,2010,8,207,5641520,0,0,0,0.0208,0.4792,0.4792,0.0208,27.5325,24.2394,32.4566,85.5212
2010.6667,2010,9,410,5641520,0,0,0,0,0.1667,0.6667,0.1667,27.3943,20.985,34.4391,80.9092
2010.75,2010,10,378,5641520,0,0.0208,0,0,0.0208,0.4792,0.4792,28.314,20.6559,36.262,60.8309
2010.8333,2010,11,364,5641520,0,0.1667,0,0,0,0.1667,0.6667,25.0461,17.0745,33.4825,66.2843
2010.9167,2010,12,415,5641520,0,0.4792,0.0208,0,0,0.0208,0.4792,20.4444,10.5016,29.3997,52.8231
2011,2011,1,62,5762128,0,0.6667,0.1667,0,0,0,0.1667,19.4921,9.8981,29.2324,43.2136
2011.0833,2011,2,27,5762128,0,0.4792,0.4792,0.0208,0,0,0.0208,22.6918,14.1367,32.7587,48.6849
2011.1667,2011,3,32,5762128,0,0.1667,0.6667,0.1667,0,0,0,27.1019,16.8245,38.7259,35.4099
2011.25,2011,4,11,5762128,0,0.0208,0.4792,0.4792,0.0208,0,0,31.1962,19.769,41.0792,31.1457
2011.3333,2011,5,5,5762128,0,0,0.1667,0.6667,0.1667,0,0,32.4429,23.3766,40.7304,49.7257
2011.4167,2011,6,7,5762128,0,0,0.0208,0.4792,0.4792,0.0208,0,32.437,26.7411,41.639,56.4146
2011.5,2011,7,53,5762128,0,0,0,0.1667,0.6667,0.1667,0,28.3227,24.3569,37.1054,79.2511
2011.5833,2011,8,590,5762128,0,0,0,0.0208,0.4792,0.4792,0.0208,26.9732,24.1952,31.7268,86.8249
2011.6667,2011,9,1142,5762128,0,0,0,0,0.1667,0.6667,0.1667,26.6225,21.8983,31.0498,82.7745
2011.75,2011,10,905,5762128,0,0.0208,0,0,0.0208,0.4792,0.4792,27.7127,20.6613,35.6814,55.8581
2011.8333,2011,11,542,5762128,0,0.1667,0,0,0,0.1667,0.6667,25.9889,16.9589,34.0086,50.7431
2011.9167,2011,12,282,5762128,0,0.4792,0.0208,0,0,0.0208,0.4792,21.2895,11.1111,32.0376,51.3162
2012,2012,1,86,5885315,0,0.6667,0.1667,0,0,0,0.1667,18.7749,8.7142,27.5377,48.3187
2012.0833,2012,2,22,5885315,0,0.4792,0.4792,0.0208,0,0,0.0208,20.7025,8.8076,31.8354,40.8681
2012.1667,2012,3,11,5885315,0,0.1667,0.6667,0.1667,0,0,0,25.3317,10.9519,38.4696,35.7446
2012.25,2012,4,18,5885315,0,0.0208,0.4792,0.4792,0.0208,0,0,30.4941,21.7647,40.4102,39.4895
2012.3333,2012,5,32,5885315,0,0,0.1667,0.6667,0.1667,0,0,32.1713,21.6549,41.345,49.1628
2012.4167,2012,6,29,5885315,0,0,0.0208,0.4792,0.4792,0.0208,0,32.2698,26.551,40.0434,56.615
2012.5,2012,7,66,5885315,0,0,0,0.1667,0.6667,0.1667,0,29.1452,25.1598,37.0844,73.4487
2012.5833,2012,8,616,5885315,0,0,0,0.0208,0.4792,0.4792,0.0208,27.9431,24.5327,33.5377,78.4792
2012.6667,2012,9,866,5885315,0,0,0,0,0.1667,0.6667,0.1667,26.9185,22.6081,34.2578,83.6353
2012.75,2012,10,632,5885315,0,0.0208,0,0,0.0208,0.4792,0.4792,27.0472,19.2931,34.6694,57.4722
2012.8333,2012,11,377,5885315,0,0.1667,0,0,0,0.1667,0.6667,23.577,13.8188,32.1157,47.9398
2012.9167,2012,12,143,5885315,0,0.4792,0.0208,0,0,0.0208,0.4792,22.0964,11.6613,31.6005,50.3673
2013,2013,1,16,6011136,0,0.6667,0.1667,0,0,0,0.1667,19.7032,9.983,30.0018,43.8714
2013.0833,2013,2,15,6011136,0,0.4792,0.4792,0.0208,0,0,0.0208,22.6928,11.9152,33.002,45.0253
2013.1667,2013,3,15,6011136,0,0.1667,0.6667,0.1667,0,0,0,26.9393,16.2723,36.5301,35.8616
2013.25,2013,4,20,6011136,0,0.0208,0.4792,0.4792,0.0208,0,0,30.4277,20.3279,40.3592,39.244
2013.3333,2013,5,7,6011136,0,0,0.1667,0.6667,0.1667,0,0,33.1953,24.2881,42.9179,42.7723
2013.4167,2013,6,28,6011136,0,0,0.0208,0.4792,0.4792,0.0208,0,30.3606,25.4238,39.3487,70.0565
2013.5,2013,7,108,6011136,0,0,0,0.1667,0.6667,0.1667,0,27.276,23.0517,34.1453,83.6096
2013.5833,2013,8,242,6011136,0,0,0,0.0208,0.4792,0.4792,0.0208,26.7405,23.6329,31.1824,83.43
2013.6667,2013,9,196,6011136,0,0,0,0,0.1667,0.6667,0.1667,27.8586,23.3981,36.003,79.4108
2013.75,2013,10,147,6011136,0,0.0208,0,0,0.0208,0.4792,0.4792,26.3992,17.3949,33.7173,75.6193
2013.8333,2013,11,159,6011136,0,0.1667,0,0,0,0.1667,0.6667,23.0444,14.3013,31.4157,56.9977
2013.9167,2013,12,32,6011136,0,0.4792,0.0208,0,0,0.0208,0.4792,20.0392,10.4199,29.891,59.1522
2014,2014,1,10,6139645,0,0.6667,0.1667,0,0,0,0.1667,19.4307,9.186,28.5871,57.845
2014.0833,2014,2,6,6139645,0,0.4792,0.4792,0.0208,0,0,0.0208,21.5978,10.7912,31.2728,48.9232
2014.1667,2014,3,6,6139645,0,0.1667,0.6667,0.1667,0,0,0,26.084,12.9078,36.5525,39.5201
2014.25,2014,4,9,6139645,0,0.0208,0.4792,0.4792,0.0208,0,0,30.652,19.4767,41.943,38.4598
2014.3333,2014,5,5,6139645,0,0,0.1667,0.6667,0.1667,0,0,32.7984,23.2388,42.3138,44.0689
2014.4167,2014,6,3,6139645,0,0,0.0208,0.4792,0.4792,0.0208,0,33.0784,26.7636,42.0404,54.215
2014.5,2014,7,5,6139645,0,0,0,0.1667,0.6667,0.1667,0,29.5695,24.7479,38.8251,72.6749
2014.5833,2014,8,80,6139645,0,0,0,0.0208,0.4792,0.4792,0.0208,27.7363,24.2908,33.2404,81.2559
2014.6667,2014,9,111,6139645,0,0,0,0,0.1667,0.6667,0.1667,26.9624,21.9006,33.2396,82.1007
2014.75,2014,10,77,6139645,0,0.0208,0,0,0.0208,0.4792,0.4792,28.0376,19.6968,35.9365,58.9711
2014.8333,2014,11,83,6139645,0,0.1667,0,0,0,0.1667,0.6667,26.0983,16.019,34.0125,55.4387
2014.9167,2014,12,91,6139645,0,0.4792,0.0208,0,0,0.0208,0.4792,20.6164,11.763,31.1576,49.0015
2015,2015,1,47,6249780,0,0.6667,0.1667,0,0,0,0.1667,19.5493,10.5262,28.7127,56.956
2015.0833,2015,2,10,6249780,0,0.4792,0.4792,0.0208,0,0,0.0208,23.0922,12.6507,35.0909,47.9482
2015.1667,2015,3,9,6249780,0,0.1667,0.6667,0.1667,0,0,0,25.6436,12.6605,39.0647,47.4349
2015.25,2015,4,10,6249780,0,0.0208,0.4792,0.4792,0.0208,0,0,30.7306,21.0863,41.7581,43.3622
2015.3333,2015,5,12,6249780,0,0,0.1667,0.6667,0.1667,0,0,33.5456,23.8383,42.359,42.0314
2015.4167,2015,6,12,6249780,0,0,0.0208,0.4792,0.4792,0.0208,0,31.4833,26.0646,41.5826,62.6972
2015.5,2015,7,86,6249780,0,0,0,0.1667,0.6667,0.1667,0,29.7044,24.4403,38.3119,69.1355
2015.5833,2015,8,179,6249780,0,0,0,0.0208,0.4792,0.4792,0.0208,28.0976,24.4657,32.5972,77.5777
2015.6667,2015,9,374,6249780,0,0,0,0,0.1667,0.6667,0.1667,28.6859,21.1741,36.4397,69.3563
2015.75,2015,10,252,6249780,0,0.0208,0,0,0.0208,0.4792,0.4792,29.5533,19.598,37.6495,48.1046
2015.8333,2015,11,163,6249780,0,0.1667,0,0,0,0.1667,0.6667,26.6431,16.4394,34.9133,43.9273
2015.9167,2015,12,123,6249780,0,0.4792,0.0208,0,0,0.0208,0.4792,21.1159,11.8423,32.9573,42.8518
2016,2016,1,18,6359914,0,0.6667,0.1667,0,0,0,0.1667,21.1261,10.7539,30.9937,50.6326
