time,year,month,PF,pop,dpopdt,season1,season2,season3,season4,season5,season6,Mean_Temp,Min_Temp,Max_Temp,RH
1998.9167,1998,12,209,3840840,0,0.4792,0.0208,0,0,0.0208,0.4792,19.2202,4.2,32,60.4668
1999,1999,1,94,3922952,0,0.6667,0.1667,0,0,0,0.1667,18.5293,6.8,31.8,58.7716
1999.0833,1999,2,71,3922952,0,0.4792,0.4792,0.0208,0,0,0.0208,23.5535,10,35,53.6543
1999.1667,1999,3,34,3922952,0,0.1667,0.6667,0.1667,0,0,0,27.1978,14.8,41,36.1596
1999.25,1999,4,50,3922952,0,0.0208,0.4792,0.4792,0.0208,0,0,31.7765,21,43,39.3802
1999.3333,1999,5,44,3922952,0,0,0.1667,0.6667,0.1667,0,0,32.3305,25.4,43.2,53.7912
1999.4167,1999,6,31,3922952,0,0,0.0208,0.4792,0.4792,0.0208,0,31.7635,25,40,64.7642
1999.5,1999,7,25,3922952,0,0,0,0.1667,0.6667,0.1667,0,29.2766,22.8,35.4,74.2842
1999.5833,1999,8,137,3922952,0,0,0,0.0208,0.4792,0.4792,0.0208,28.2802,24.8,35,76.0141
1999.6667,1999,9,253,3922952,0,0,0,0,0.1667,0.6667,0.1667,29.4142,24,36.2,70.0007
1999.75,1999,10,277,3922952,0,0.0208,0,0,0.0208,0.4792,0.4792,26.8758,17.6,36,69.4005
1999.8333,1999,11,284,3922952,0,0.1667,0,0,0,0.1667,0.6667,23.8767,13,35.6,50.569
1999.9167,1999,12,205,3922952,0,0.4792,0.0208,0,0,0.0208,0.4792,19.8382,8.4,32,50.0868
2000,2000,1,83,4006819,0,0.6667,0.1667,0,0,0,0.1667,20.0907,7.6,32,51.3525
2000.0833,2000,2,40,4006819,0,0.4792,0.4792,0.0208,0,0,0.0208,21.6168,9.6,37,37.4474
2000.1667,2000,3,24,4006819,0,0.1667,0.6667,0.1667,0,0,0,27.3488,13.4,41,30.1939
2000.25,2000,4,18,4006819,0,0.0208,0.4792,0.4792,0.0208,0,0,32.8439,20.8,43,37.0747
2000.3333,2000,5,26,4006819,0,0,0.1667,0.6667,0.1667,0,0,32.7102,25.6,43,53.5989
2000.4167,2000,6,24,4006819,0,0,0.0208,0.4792,0.4792,0.0208,0,33.2185,24,41,57.2347
2000.5,2000,7,33,4006819,0,0,0,0.1667,0.6667,0.1667,0,29.1325,24,35.4,76.7658
2000.5833,2000,8,132,4006819,0,0,0,0.0208,0.4792,0.4792,0.0208,29.4691,23.6,36.2,73.7598
2000.6667,2000,9,171,4006819,0,0,0,0,0.1667,0.6667,0.1667,29.8527,24,39,63.8424
2000.75,2000,10,132,4006819,0,0.0208,0,0,0.0208,0.4792,0.4792,29.5742,18,39,47.2097
2000.8333,2000,11,115,4006819,0,0.1667,0,0,0,0.1667,0.6667,25.078,13,35.6,43.4393
2000.9167,2000,12,70,4006819,0,0.4792,0.0208,0,0,0.0208,0.4792,21.4585,9.6,33.2,38.4791
2001,2001,1,77,4663533,0,0.6667,0.1667,0,0,0,0.1667,19.4245,8.4,30,42.3391
2001.0833,2001,2,36,4663533,0,0.4792,0.4792,0.0208,0,0,0.0208,22.6232,9,34,40.5774
2001.1667,2001,3,16,4663533,0,0.1667,0.6667,0.1667,0,0,0,27.6535,15,37.4,36.7485
2001.25,2001,4,19,4663533,0,0.0208,0.4792,0.4792,0.0208,0,0,31.9345,19.6,42.4,35.1442
2001.3333,2001,5,17,4663533,0,0,0.1667,0.6667,0.1667,0,0,33.1236,26,44.4,52.1253
2001.4167,2001,6,12,4663533,0,0,0.0208,0.4792,0.4792,0.0208,0,30.5183,24.4,39,66.8142
2001.5,2001,7,35,4663533,0,0,0,0.1667,0.6667,0.1667,0,27.6814,24.8,32.4,83.8407
2001.5833,2001,8,132,4663533,0,0,0,0.0208,0.4792,0.4792,0.0208,28.1943,23.6,33.4,77.0247
2001.6667,2001,9,228,4663533,0,0,0,0,0.1667,0.6667,0.1667,30.3829,24,39.6,59.9047
2001.75,2001,10,152,4663533,0,0.0208,0,0,0.0208,0.4792,0.4792,29.506,18,38,52.5376
2001.8333,2001,11,150,4663533,0,0.1667,0,0,0,0.1667,0.6667,24.8379,13,37,39.5395
2001.9167,2001,12,74,4663533,0,0.4792,0.0208,0,0,0.0208,0.4792,21.2009,9.8,34,45.3728
2002,2002,1,55,4763233,0,0.6667,0.1667,0,0,0,0.1667,19.54,9,31.2,42.1753
2002.0833,2002,2,26,4763233,0,0.4792,0.4792,0.0208,0,0,0.0208,22.5824,9,34.4,33.3688
2002.1667,2002,3,10,4763233,0,0.1667,0.6667,0.1667,0,0,0,28.0532,16.4,40.6,32.0577
2002.25,2002,4,17,4763233,0,0.0208,0.4792,0.4792,0.0208,0,0,32.5437,22.6,44.4,30.8666
2002.3333,2002,5,3,4763233,0,0,0.1667,0.6667,0.1667,0,0,33.9895,25.4,45.6,43.1198
2002.4167,2002,6,9,4763233,0,0,0.0208,0.4792,0.4792,0.0208,0,32.5098,24,41.2,55.7965
2002.5,2002,7,43,4763233,0,0,0,0.1667,0.6667,0.1667,0,30.1642,25,36.4,61.8501
2002.5833,2002,8,93,4763233,0,0,0,0.0208,0.4792,0.4792,0.0208,28.5423,24,35.4,71.0711
2002.6667,2002,9,155,4763233,0,0,0,0,0.1667,0.6667,0.1667,28.8323,23.4,39,67.658
2002.75,2002,10,109,4763233,0,0.0208,0,0,0.0208,0.4792,0.4792,29.6979,18.2,41.2,42.4621
2002.8333,2002,11,71,4763233,0,0.1667,0,0,0,0.1667,0.6667,25.1386,12.4,36.8,39.1971
2002.9167,2002,12,60,4763233,0,0.4792,0.0208,0,0,0.0208,0.4792,21.8964,10,33.6,45.5591
2003,2003,1,53,4865065,0,0.6667,0.1667,0,0,0,0.1667,21.3746,11,33.4,38.6915
2003.0833,2003,2,19,4865065,0,0.4792,0.4792,0.0208,0,0,0.0208,24.1261,12.6,35.4,41.2837
2003.1667,2003,3,13,4865065,0,0.1667,0.6667,0.1667,0,0,0,27.9266,13.6,39,29.0563
2003.25,2003,4,24,4865065,0,0.0208,0.4792,0.4792,0.0208,0,0,32.4104,23,42.6,34.5519
2003.3333,2003,5,7,4865065,0,0,0.1667,0.6667,0.1667,0,0,33.44,25,43.2,40.4241
2003.4167,2003,6,21,4865065,0,0,0.0208,0.4792,0.4792,0.0208,0,31.9422,25,43,57.7672
2003.5,2003,7,19,4865065,0,0,0,0.1667,0.6667,0.1667,0,28.57,23,36.8,78.2034
2003.5833,2003,8,131,4865065,0,0,0,0.0208,0.4792,0.4792,0.0208,27.876,23,34.6,78.1069
2003.6667,2003,9,188,4865065,0,0,0,0,0.1667,0.6667,0.1667,28.0036,23,34.4,72.3304
2003.75,2003,10,241,4865065,0,0.0208,0,0,0.0208,0.4792,0.4792,27.957,17,37,45.0899
2003.8333,2003,11,213,4865065,0,0.1667,0,0,0,0.1667,0.6667,25.6546,15,37,47.3128
2003.9167,2003,12,187,4865065,0,0.4792,0.0208,0,0,0.0208,0.4792,20.675,7,33.4,48.5703
2004,2004,1,120,4969074,0,0.6667,0.1667,0,0,0,0.1667,19.9516,10,31.2,49.0142
2004.0833,2004,2,73,4969074,0,0.4792,0.4792,0.0208,0,0,0.0208,22.8521,9,35.6,39.9583
2004.1667,2004,3,41,4969074,0,0.1667,0.6667,0.1667,0,0,0,29.4945,15,41.2,28.0341
2004.25,2004,4,25,4969074,0,0.0208,0.4792,0.4792,0.0208,0,0,32.1974,19,42,43.0708
2004.3333,2004,5,20,4969074,0,0,0.1667,0.6667,0.1667,0,0,33.4645,24,44.4,47.7974
2004.4167,2004,6,18,4969074,0,0,0.0208,0.4792,0.4792,0.0208,0,32.1132,23.6,42,61.6114
2004.5,2004,7,34,4969074,0,0,0,0.1667,0.6667,0.1667,0,30.0463,24,37.8,73.2176
2004.5833,2004,8,187,4969074,0,0,0,0.0208,0.4792,0.4792,0.0208,27.314,24.4,33,86.6728
2004.6667,2004,9,501,4969074,0,0,0,0,0.1667,0.6667,0.1667,29.844,23,38,69.0535
2004.75,2004,10,334,4969074,0,0.0208,0,0,0.0208,0.4792,0.4792,27.0392,17,39,61.0354
2004.8333,2004,11,607,4969074,0,0.1667,0,0,0,0.1667,0.6667,25.093,14,34,51.1133
2004.9167,2004,12,354,4969074,0,0.4792,0.0208,0,0,0.0208,0.4792,21.4179,12,31,55.9762
2005,2005,1,173,5075306,0,0.6667,0.1667,0,0,0,0.1667,18.1897,7,27.8,51.6645
2005.0833,2005,2,86,5075306,0,0.4792,0.4792,0.0208,0,0,0.0208,21.6154,5,37,47.9947
2005.1667,2005,3,65,5075306,0,0.1667,0.6667,0.1667,0,0,0,27.6514,18,38,42.8268
2005.25,2005,4,42,5075306,0,0.0208,0.4792,0.4792,0.0208,0,0,31.1033,18,43,25.346
2005.3333,2005,5,46,5075306,0,0,0.1667,0.6667,0.1667,0,0,32.7933,23,44,40.7845
2005.4167,2005,6,21,5075306,0,0,0.0208,0.4792,0.4792,0.0208,0,31.3892,22,43,58.0213
2005.5,2005,7,144,5075306,0,0,0,0.1667,0.6667,0.1667,0,29.1634,23,35,75.0856
2005.5833,2005,8,364,5075306,0,0,0,0.0208,0.4792,0.4792,0.0208,27.4713,23,35,75.7692
2005.6667,2005,9,570,5075306,0,0,0,0,0.1667,0.6667,0.1667,27.986,23,36,80.6528
2005.75,2005,10,528,5075306,0,0.0208,0,0,0.0208,0.4792,0.4792,27.0847,15,36,63.6238
2005.8333,2005,11,486,5075306,0,0.1667,0,0,0,0.1667,0.6667,22.9048,11,34,59.5515
2005.9167,2005,12,234,5075306,0,0.4792,0.0208,0,0,0.0208,0.4792,18.9348,9,30.4,56.0928
2006,2006,1,91,5183809,0,0.6667,0.1667,0,0,0,0.1667,19.8005,9,34,55.9082
2006.0833,2006,2,62,5183809,0,0.4792,0.4792,0.0208,0,0,0.0208,25.0122,14,37,50.5589
2006.1667,2006,3,68,5183809,0,0.1667,0.6667,0.1667,0,0,0,26.4541,16,38,42.7395
2006.25,2006,4,22,5183809,0,0.0208,0.4792,0.4792,0.0208,0,0,31.2718,21.2,40,44.9744
2006.3333,2006,5,13,5183809,0,0,0.1667,0.6667,0.1667,0,0,33.2569,23,44,55.4575
2006.4167,2006,6,43,5183809,0,0,0.0208,0.4792,0.4792,0.0208,0,32.069,26,42.2,65.6306
2006.5,2006,7,196,5183809,0,0,0,0.1667,0.6667,0.1667,0,28.7424,24,38,82.2614
2006.5833,2006,8,466,5183809,0,0,0,0.0208,0.4792,0.4792,0.0208,27.3892,24.6,33,85.0642
2006.6667,2006,9,429,5183809,0,0,0,0,0.1667,0.6667,0.1667,29.4701,22,37,73.1129
2006.75,2006,10,333,5183809,0,0.0208,0,0,0.0208,0.4792,0.4792,29.2554,19,39,57.5301
2006.8333,2006,11,315,5183809,0,0.1667,0,0,0,0.1667,0.6667,24.8759,13,36,55.0653
2006.9167,2006,12,179,5183809,0,0.4792,0.0208,0,0,0.0208,0.4792,22.3205,11,33,56.7765
2007,2007,1,59,5294632,0,0.6667,0.1667,0,0,0,0.1667,20.8149,10,34,51.398
2007.0833,2007,2,29,5294632,0,0.4792,0.4792,0.0208,0,0,0.0208,24.4172,13.4,36,49.2398
2007.1667,2007,3,37,5294632,0,0.1667,0.6667,0.1667,0,0,0,27.9928,14,42,37.0421
2007.25,2007,4,27,5294632,0,0.0208,0.4792,0.4792,0.0208,0,0,33.5517,17.4,45,36.4535
2007.3333,2007,5,16,5294632,0,0,0.1667,0.6667,0.1667,0,0,34.3006,26.8,45,48.7365
2007.4167,2007,6,19,5294632,0,0,0.0208,0.4792,0.4792,0.0208,0,32.8909,25,43,61.9121
2007.5,2007,7,34,5294632,0,0,0,0.1667,0.6667,0.1667,0,29.217,24.8,35.4,78.8628
2007.5833,2007,8,273,5294632,0,0,0,0.0208,0.4792,0.4792,0.0208,28.2003,24,34.4,83.213
2007.6667,2007,9,672,5294632,0,0,0,0,0.1667,0.6667,0.1667,28.8025,23,35,80.0286
2007.75,2007,10,499,5294632,0,0.0208,0,0,0.0208,0.4792,0.4792,27.1237,18,37,60.8069
2007.8333,2007,11,278,5294632,0,0.1667,0,0,0,0.1667,0.6667,24.3416,13,36,55.3567
2007.9167,2007,12,161,5294632,0,0.4792,0.0208,0,0,0.0208,0.4792,21.0484,11,31,56.5563
2008,2008,1,44,5407823,0,0.6667,0.1667,0,0,0,0.1667,19.2485,9,32,50.4674
2008.0833,2008,2,24,5407823,0,0.4792,0.4792,0.0208,0,0,0.0208,19.7617,7,35.6,44.2899
2008.1667,2008,3,22,5407823,0,0.1667,0.6667,0.1667,0,0,0,27.5991,14,40,41.1901
2008.25,2008,4,20,5407823,0,0.0208,0.4792,0.4792,0.0208,0,0,30.7766,19,43,41.5052
2008.3333,2008,5,15,5407823,0,0,0.1667,0.6667,0.1667,0,0,32.3334,24,41.6,50.8732
2008.4167,2008,6,6,5407823,0,0,0.0208,0.4792,0.4792,0.0208,0,30.9443,25,39.6,65.5372
2008.5,2008,7,67,5407823,0,0,0,0.1667,0.6667,0.1667,0,28.759,25,35.8,77.3401
2008.5833,2008,8,288,5407823,0,0,0,0.0208,0.4792,0.4792,0.0208,28.0328,24,35,81.2091
2008.6667,2008,9,381,5407823,0,0,0,0,0.1667,0.6667,0.1667,29.2395,24,37,76.6553
2008.75,2008,10,293,5407823,0,0.0208,0,0,0.0208,0.4792,0.4792,28.3864,19,38,60.0083
2008.8333,2008,11,173,5407823,0,0.1667,0,0,0,0.1667,0.6667,24.3026,15,36,51.0413
2008.9167,2008,12,66,5407823,0,0.4792,0.0208,0,0,0.0208,0.4792,22.9823,12,34,60.1334
2009,2009,1,49,5523436,0,0.6667,0.1667,0,0,0,0.1667,21.5832,11,32,58.8404
2009.0833,2009,2,25,5523436,0,0.4792,0.4792,0.0208,0,0,0.0208,24.0452,13,37,48.3558
2009.1667,2009,3,20,5523436,0,0.1667,0.6667,0.1667,0,0,0,28.9701,18,39,35.5551
2009.25,2009,4,22,5523436,0,0.0208,0.4792,0.4792,0.0208,0,0,32.2297,22,44,28.7171
2009.3333,2009,5,8,5523436,0,0,0.1667,0.6667,0.1667,0,0,33.4514,24,43,50.6881
2009.4167,2009,6,6,5523436,0,0,0.0208,0.4792,0.4792,0.0208,0,33.2252,26,42,57.5
2009.5,2009,7,8,5523436,0,0,0,0.1667,0.6667,0.1667,0,29.6891,23,41,77.52
2009.5833,2009,8,210,5523436,0,0,0,0.0208,0.4792,0.4792,0.0208,29.7084,23,36,72.2557
2009.6667,2009,9,145,5523436,0,0,0,0,0.1667,0.6667,0.1667,30.1829,25,37.4,67.3927
2009.75,2009,10,146,5523436,0,0.0208,0,0,0.0208,0.4792,0.4792,28.4756,16.2,38,50.9392
2009.8333,2009,11,255,5523436,0,0.1667,0,0,0,0.1667,0.6667,24.5068,14,37,49.7397
2009.9167,2009,12,128,5523436,0,0.4792,0.0208,0,0,0.0208,0.4792,21.9515,12,33.2,53.0823
2010,2010,1,29,5641520,0,0.6667,0.1667,0,0,0,0.1667,20.5624,10,31.4,47.7441
2010.0833,2010,2,6,5641520,0,0.4792,0.4792,0.0208,0,0,0.0208,23.5485,12,37,39.8559
2010.1667,2010,3,22,5641520,0,0.1667,0.6667,0.1667,0,0,0,29.1997,16,43,33.3477
2010.25,2010,4,30,5641520,0,0.0208,0.4792,0.4792,0.0208,0,0,33.2034,22,44,36.7917
2010.3333,2010,5,13,5641520,0,0,0.1667,0.6667,0.1667,0,0,35.4352,28,47,37.0123
2010.4167,2010,6,21,5641520,0,0,0.0208,0.4792,0.4792,0.0208,0,33.3754,24,44.2,53.1858
2010.5,2010,7,25,5641520,0,0,0,0.1667,0.6667,0.1667,0,28.9397,24,38.6,78.6217
2010.5833,2010,8,207,5641520,0,0,0,0.0208,0.4792,0.4792,0.0208,28.5609,23,35,83.0713
2010.6667,2010,9,410,5641520,0,0,0,0,0.1667,0.6667,0.1667,28.2284,23,36.2,75.7398
2010.75,2010,10,378,5641520,0,0.0208,0,0,0.0208,0.4792,0.4792,28.7701,20,38.2,56.5104
2010.8333,2010,11,364,5641520,0,0.1667,0,0,0,0.1667,0.6667,24.959,17,34.4,64.8038
2010.9167,2010,12,415,5641520,0,0.4792,0.0208,0,0,0.0208,0.4792,21.2206,10,31,58.2702
2011,2011,1,62,5762128,0,0.6667,0.1667,0,0,0,0.1667,20.4714,10,34,50.4871
2011.0833,2011,2,27,5762128,0,0.4792,0.4792,0.0208,0,0,0.0208,24.5217,14.8,37,49.0584
2011.1667,2011,3,32,5762128,0,0.1667,0.6667,0.1667,0,0,0,29.3507,16,43,33.9956
2011.25,2011,4,11,5762128,0,0.0208,0.4792,0.4792,0.0208,0,0,33.0786,20.6,44,28.6933
2011.3333,2011,5,5,5762128,0,0,0.1667,0.6667,0.1667,0,0,34.1648,26,44,45.7541
2011.4167,2011,6,7,5762128,0,0,0.0208,0.4792,0.4792,0.0208,0,33.9408,27,43.2,54.0868
2011.5,2011,7,53,5762128,0,0,0,0.1667,0.6667,0.1667,0,30.3241,24.8,38.2,76.0097
2011.5833,2011,8,590,5762128,0,0,0,0.0208,0.4792,0.4792,0.0208,28.9198,24.4,35,84.8257
2011.6667,2011,9,1142,5762128,0,0,0,0,0.1667,0.6667,0.1667,29.1681,24.4,34,81.297
2011.75,2011,10,905,5762128,0,0.0208,0,0,0.0208,0.4792,0.4792,29.4501,20.2,38,55.126
2011.8333,2011,11,542,5762128,0,0.1667,0,0,0,0.1667,0.6667,27.2147,17.2,37,50.2943
2011.9167,2011,12,282,5762128,0,0.4792,0.0208,0,0,0.0208,0.4792,22.5107,11.2,34,51.708
2012,2012,1,86,5885315,0,0.6667,0.1667,0,0,0,0.1667,19.7114,9,30,48.0816
2012.0833,2012,2,22,5885315,0,0.4792,0.4792,0.0208,0,0,0.0208,22.3089,9,35,38.5761
2012.1667,2012,3,11,5885315,0,0.1667,0.6667,0.1667,0,0,0,27.5392,14,41,33.223
2012.25,2012,4,18,5885315,0,0.0208,0.4792,0.4792,0.0208,0,0,32.9226,22.6,44,38.094
2012.3333,2012,5,32,5885315,0,0,0.1667,0.6667,0.1667,0,0,34.349,25,45,47.8344
2012.4167,2012,6,29,5885315,0,0,0.0208,0.4792,0.4792,0.0208,0,33.5021,27.8,43,58.1421
2012.5,2012,7,66,5885315,0,0,0,0.1667,0.6667,0.1667,0,31.2044,24,40,71.1059
2012.5833,2012,8,616,5885315,0,0,0,0.0208,0.4792,0.4792,0.0208,29.2787,24.6,37,77.2
2012.6667,2012,9,866,5885315,0,0,0,0,0.1667,0.6667,0.1667,28.994,24,38,77.3318
2012.75,2012,10,632,5885315,0,0.0208,0,0,0.0208,0.4792,0.4792,28.62,17,39,58.3551
2012.8333,2012,11,377,5885315,0,0.1667,0,0,0,0.1667,0.6667,23.3981,13,35,56.3957
2012.9167,2012,12,143,5885315,0,0.4792,0.0208,0,0,0.0208,0.4792,21.8428,10,35,55.0465
2013,2013,1,16,6011136,0,0.6667,0.1667,0,0,0,0.1667,18.9183,8,32,48.028
2013.0833,2013,2,15,6011136,0,0.4792,0.4792,0.0208,0,0,0.0208,22.9152,10,35,47.0428
2013.1667,2013,3,15,6011136,0,0.1667,0.6667,0.1667,0,0,0,27.6985,13,40,38.4584
2013.25,2013,4,20,6011136,0,0.0208,0.4792,0.4792,0.0208,0,0,31.4978,21.6,43,40.2492
2013.3333,2013,5,7,6011136,0,0,0.1667,0.6667,0.1667,0,0,34.8254,26,46,42.9638
2013.4167,2013,6,28,6011136,0,0,0.0208,0.4792,0.4792,0.0208,0,31.6693,25,43,67.5199
2013.5,2013,7,108,6011136,0,0,0,0.1667,0.6667,0.1667,0,28.4599,23,37,85.3755
2013.5833,2013,8,242,6011136,0,0,0,0.0208,0.4792,0.4792,0.0208,28.1479,25,34,83.8791
2013.6667,2013,9,196,6011136,0,0,0,0,0.1667,0.6667,0.1667,29.5211,24,40,76.768
2013.75,2013,10,147,6011136,0,0.0208,0,0,0.0208,0.4792,0.4792,27.5854,17,36,73.3608
2013.8333,2013,11,159,6011136,0,0.1667,0,0,0,0.1667,0.6667,23.4865,12,34,57.3194
2013.9167,2013,12,32,6011136,0,0.4792,0.0208,0,0,0.0208,0.4792,19.9891,8,32,58.8136
2014,2014,1,10,6139645,0,0.6667,0.1667,0,0,0,0.1667,19.0638,8,30.6,60.5506
2014.0833,2014,2,6,6139645,0,0.4792,0.4792,0.0208,0,0,0.0208,22.1085,9,34,48.7616
2014.1667,2014,3,6,6139645,0,0.1667,0.6667,0.1667,0,0,0,27.1779,13,39,39.0209
2014.25,2014,4,9,6139645,0,0.0208,0.4792,0.4792,0.0208,0,0,32.2893,21,45,37.9635
2014.3333,2014,5,5,6139645,0,0,0.1667,0.6667,0.1667,0,0,34.5621,25.6,46,42.0298
2014.4167,2014,6,3,6139645,0,0,0.0208,0.4792,0.4792,0.0208,0,34.4307,28.6,47,53.6219
2014.5,2014,7,5,6139645,0,0,0,0.1667,0.6667,0.1667,0,30.9891,24,41,71.2003
2014.5833,2014,8,80,6139645,0,0,0,0.0208,0.4792,0.4792,0.0208,29.4219,24.6,37,80.4694
2014.6667,2014,9,111,6139645,0,0,0,0,0.1667,0.6667,0.1667,28.5131,24,38,84.0307
2014.75,2014,10,77,6139645,0,0.0208,0,0,0.0208,0.4792,0.4792,29.3332,20,40,60.8785
2014.8333,2014,11,83,6139645,0,0.1667,0,0,0,0.1667,0.6667,26.0728,16,37,58.4361
2014.9167,2014,12,91,6139645,0,0.4792,0.0208,0,0,0.0208,0.4792,20.1947,8,33,50.6551
2015,2015,1,47,6249780,0,0.6667,0.1667,0,0,0,0.1667,18.908,10,30,60.7055
2015.0833,2015,2,10,6249780,0,0.4792,0.4792,0.0208,0,0,0.0208,23.775,11.6,38,48.4046
2015.1667,2015,3,9,6249780,0,0.1667,0.6667,0.1667,0,0,0,27.572,14,43,42.8358
2015.25,2015,4,10,6249780,0,0.0208,0.4792,0.4792,0.0208,0,0,32.1291,21,45,43.0958
2015.3333,2015,5,12,6249780,0,0,0.1667,0.6667,0.1667,0,0,35.4616,24.6,47,42.5293
2015.4167,2015,6,12,6249780,0,0,0.0208,0.4792,0.4792,0.0208,0,32.8654,26,45,60.5669
2015.5,2015,7,86,6249780,0,0,0,0.1667,0.6667,0.1667,0,30.7487,23,39,69.6358
2015.5833,2015,8,179,6249780,0,0,0,0.0208,0.4792,0.4792,0.0208,29.8926,26,37,73.4814
2015.6667,2015,9,374,6249780,0,0,0,0,0.1667,0.6667,0.1667,30.1994,23,40,67.9742
2015.75,2015,10,252,6249780,0,0.0208,0,0,0.0208,0.4792,0.4792,29.7604,17,40,54.7224
2015.8333,2015,11,163,6249780,0,0.1667,0,0,0,0.1667,0.6667,26.108,13,37,49.353
2015.9167,2015,12,123,6249780,0,0.4792,0.0208,0,0,0.0208,0.4792,20.5058,9,35,46.6539
2016,2016,1,18,6359914,0,0.6667,0.1667,0,0,0,0.1667,20.8244,9,34,54.5568
2016.0833,2016,2,5,6359914,0,0.4792,0.4792,0.0208,0,0,0.0208,23.4336,11,38,41.3175
2016.1667,2016,3,13,6359914,0,0.1667,0.6667,0.1667,0,0,0,29.0926,19,43,35.7164
2016.25,2016,4,17,6359914,0,0.0208,0.4792,0.4792,0.0208,0,0,32.3459,20.7,45,38.0446
2016.3333,2016,5,13,6359914,0,0,0.1667,0.6667,0.1667,0,0,35.7088,25.6,50,43.5398
2016.4167,2016,6,4,6359914,0,0,0.0208,0.4792,0.4792,0.0208,0,34.2308,28,47,53.5751
2016.5,2016,7,25,6359914,0,0,0,0.1667,0.6667,0.1667,0,29.8077,25,38,75.8529
2016.5833,2016,8,459,6359914,0,0,0,0.0208,0.4792,0.4792,0.0208,28.3793,24,34,82.7515
2016.6667,2016,9,336,6359914,0,0,0,0,0.1667,0.6667,0.1667,29.4314,24,36,72.5325
2016.75,2016,10,372,6359914,0,0.0208,0,0,0.0208,0.4792,0.4792,27.6756,19,36,68.3803
2016.8333,2016,11,456,6359914,0,0.1667,0,0,0,0.1667,0.6667,23.8038,14.6,34.2,53.8893
2016.9167,2016,12,100,6359914,0,0.4792,0.0208,0,0,0.0208,0.4792,22.1571,12.8,33.2,54.1089
2017,2017,1,34,6359914,0,0.6667,0.1667,0,0,0,0.1667,20.7289,11,34,53.637
2017.0833,2017,2,17,6359914,0,0.4792,0.4792,0.0208,0,0,0.0208,24.2206,11,37,42.6777
2017.1667,2017,3,19,6359914,0,0.1667,0.6667,0.1667,0,0,0,28.5262,13,43,31.6863
2017.25,2017,4,10,6359914,0,0.0208,0.4792,0.4792,0.0208,0,0,32.1648,18,44,37.1593
2017.3333,2017,5,7,6359914,0,0,0.1667,0.6667,0.1667,0,0,35.0832,26,44,42.3079
2017.4167,2017,6,6,6359914,0,0,0.0208,0.4792,0.4792,0.0208,0,33.253,25.5,42,60.9414
2017.5,2017,7,85,6359914,0,0,0,0.1667,0.6667,0.1667,0,28.1906,24,36,85.6557
2017.5833,2017,8,336,6359914,0,0,0,0.0208,0.4792,0.4792,0.0208,29.1003,25.6,34.4,79.457
