time,year,month,PF,pop,dpopdt,season1,season2,season3,season4,season5,season6,Mean_Temp,Min_Temp,Max_Temp,RH
2002,2002,1,270,3045652.862,172234.8645,0.6667,0.1667,0,0,0,0.1667,21.5135,9.4,32.2,54.0162
2002.0833,2002,2,152,3045652.862,172226.3864,0.4793,0.479,0.0208,0,0,0.0209,24.2626,9.4,35.6,49.2557
2002.1667,2002,3,63,3045652.862,172210.9879,0.1666,0.6667,0.1668,0,0,0,26.9474,16.6,41,58.2541
2002.25,2002,4,65,3045652.862,172188.706,0.0208,0.4792,0.4792,0.0208,0,0,29.7473,18,41.6,63.0674
2002.3333,2002,5,52,3045652.862,172160.8249,0,0.1668,0.6667,0.1666,0,0,30.9881,23.6,43,72.7714
2002.4167,2002,6,30,3045652.862,172128.6022,0,0.0208,0.479,0.4793,0.0209,0,29.7684,25,36,79.4916
2002.5,2002,7,163,3045652.862,172092.1151,0,0,0.1667,0.6667,0.1667,0,28.8233,24.4,31.6,81.351
2002.5833,2002,8,268,3045652.862,172051.3276,0,0,0.0209,0.4793,0.479,0.0208,27.0392,24,32,86.9052
2002.6667,2002,9,610,3045652.862,172003.3182,0,0,0,0.1666,0.6667,0.1668,27.7534,23.4,36.4,80.395
2002.75,2002,10,689,3045652.862,171945.3442,0.0208,0,0,0.0208,0.4792,0.4792,28.3933,16.4,38,70.0758
2002.8333,2002,11,303,3045652.862,171877.3542,0.1666,0,0,0,0.1668,0.6667,24.9719,13.2,35.4,60.3147
2002.9167,2002,12,261,3045652.862,171805.9482,0.4793,0.0209,0,0,0.0208,0.479,22.7913,10.6,35,63.4831
2003,2003,1,156,3224894.035,171737.9815,0.6667,0.1667,0,0,0,0.1667,22.5878,9.2,34.6,55.8973
2003.0833,2003,2,69,3224894.035,171673.3663,0.4793,0.479,0.0208,0,0,0.0209,24.0275,13.2,35.2,64.013
2003.1667,2003,3,58,3224894.035,171598.2803,0.1666,0.6667,0.1668,0,0,0,27.0836,14.8,39.6,56.7008
2003.25,2003,4,27,3224894.035,171499.1857,0.0208,0.4792,0.4792,0.0208,0,0,29.4537,21,39.4,66.3076
2003.3333,2003,5,34,3224894.035,171376.0068,0,0.1668,0.6667,0.1666,0,0,30.4791,24.4,42.4,71.4435
2003.4167,2003,6,29,3224894.035,171254.422,0,0.0208,0.479,0.4793,0.0209,0,29.9127,24.4,38,81.6179
2003.5,2003,7,146,3224894.035,171160.5301,0,0,0.1667,0.6667,0.1667,0,28.143,24.8,32.4,88.9511
2003.5833,2003,8,313,3224894.035,171094.169,0,0,0.0209,0.4793,0.479,0.0208,27.8215,24.2,32,87.0059
2003.6667,2003,9,667,3224894.035,171161.3714,0,0,0,0.1666,0.6667,0.1668,27.7936,24,32.2,83.0836
2003.75,2003,10,583,3224894.035,171467.7847,0.0208,0,0,0.0208,0.4792,0.4792,27.3357,17,36,69.831
2003.8333,2003,11,294,3224894.035,172013.346,0.1666,0,0,0,0.1668,0.6667,25.6979,17,36.4,67.3493
2003.9167,2003,12,363,3224894.035,172634.2962,0.4793,0.0209,0,0,0.0208,0.479,22.2569,12.8,33.8,65.7137
2004,2004,1,145,3414683.816,173164.6965,0.6667,0.1667,0,0,0,0.1667,21.1648,10,32.6,65.4091
2004.0833,2004,2,61,3414683.816,173605.3452,0.4793,0.479,0.0208,0,0,0.0209,23.2755,12.2,35.6,58.7363
2004.1667,2004,3,51,3414683.816,173997.4357,0.1666,0.6667,0.1668,0,0,0,28.3922,15,40.6,50.8907
2004.25,2004,4,34,3414683.816,174380.7556,0.0208,0.4792,0.4792,0.0208,0,0,29.418,21.6,38.8,71.7198
2004.3333,2004,5,36,3414683.816,174755.78,0,0.1668,0.6667,0.1666,0,0,31.0962,22.4,42.8,67.0977
2004.4167,2004,6,35,3414683.816,175104.6927,0,0.0208,0.479,0.4793,0.0209,0,29.8478,24.4,35,78.4958
2004.5,2004,7,189,3414683.816,175408.4491,0,0,0.1667,0.6667,0.1667,0,28.2143,24,34.4,85.3564
2004.5833,2004,8,527,3414683.816,175667.4943,0,0,0.0209,0.4793,0.479,0.0208,27.0837,23.4,30.6,88.6383
2004.6667,2004,9,616,3414683.816,175891.7784,0,0,0,0.1666,0.6667,0.1668,28.5978,24.2,36.6,78.9561
2004.75,2004,10,436,3414683.816,176090.4598,0.0208,0,0,0.0208,0.4792,0.4792,27.4427,19.4,36,68.0559
2004.8333,2004,11,327,3414683.816,176263.8225,0.1666,0,0,0,0.1668,0.6667,26.9348,16.6,35.6,60.4946
2004.9167,2004,12,336,3414683.816,176405.9041,0.4793,0.0209,0,0,0.0208,0.479,23.5914,12.8,33.6,58.6996
2005,2005,1,165,3615643.006,176510.2535,0.6667,0.1667,0,0,0,0.1667,20.6467,11.4,30.6,56.1261
2005.0833,2005,2,72,3615643.006,176577.0636,0.4793,0.479,0.0208,0,0,0.0209,22.9923,12.2,38.6,55.1521
2005.1667,2005,3,43,3615643.006,176611.6825,0.1666,0.6667,0.1668,0,0,0,27.211,18.2,37.4,56.9009
2005.25,2005,4,29,3615643.006,176619.35,0.0208,0.4792,0.4792,0.0208,0,0,29.8987,20,42.2,54.7627
2005.3333,2005,5,30,3615643.006,176600.1237,0,0.1668,0.6667,0.1666,0,0,30.6335,21.6,39,70.0068
2005.4167,2005,6,40,3615643.006,176546.9911,0,0.0208,0.479,0.4793,0.0209,0,30.1366,25.4,37.4,76.8443
2005.5,2005,7,84,3615643.006,176453.1552,0,0,0.1667,0.6667,0.1667,0,28.9276,25,33.8,82.6551
2005.5833,2005,8,265,3615643.006,176318.5768,0,0,0.0209,0.4793,0.479,0.0208,27.7812,24,31.8,84.1726
2005.6667,2005,9,618,3615643.006,176154.6757,0,0,0,0.1666,0.6667,0.1668,27.7588,23.6,34.4,86.3566
2005.75,2005,10,612,3615643.006,175973.4719,0.0208,0,0,0.0208,0.4792,0.4792,27.9886,16.8,36.4,67.7269
2005.8333,2005,11,400,3615643.006,175774.7795,0.1666,0,0,0,0.1668,0.6667,24.8561,12.6,34.6,57.7294
2005.9167,2005,12,311,3615643.006,175536.731,0.4793,0.0209,0,0,0.0208,0.479,21.6962,11.8,32.8,56.8977
2006,2006,1,161,3828428.941,175238.3513,0.6667,0.1667,0,0,0,0.1667,22.0785,10.6,35,56.6389
2006.0833,2006,2,82,3828428.941,174879.3915,0.4793,0.479,0.0208,0,0,0.0209,25.7613,15.2,37.6,53.4154
2006.1667,2006,3,47,3828428.941,174500.6345,0.1666,0.6667,0.1668,0,0,0,26.9256,15.8,39.6,54.746
2006.25,2006,4,32,3828428.941,174144.2126,0.0208,0.4792,0.4792,0.0208,0,0,29.1279,20.6,40,65.8081
2006.3333,2006,5,51,3828428.941,173809.6585,0,0.1668,0.6667,0.1666,0,0,30.393,26,38.8,73.4593
2006.4167,2006,6,84,3828428.941,173416.0071,0,0.0208,0.479,0.4793,0.0209,0,29.86,24.2,35.6,78.1099
2006.5,2006,7,214,3828428.941,172883.7929,0,0,0.1667,0.6667,0.1667,0,28.1525,24.8,31.6,87.1895
2006.5833,2006,8,1012,3828428.941,172212.6273,0,0,0.0209,0.4793,0.479,0.0208,27.3837,25.2,30.6,88.6931
2006.6667,2006,9,1434,3828428.941,171566.9863,0,0,0,0.1666,0.6667,0.1668,28.651,24.6,34.8,83.4175
2006.75,2006,10,577,3828428.941,171113.5536,0.0208,0,0,0.0208,0.4792,0.4792,28.6971,19.4,36.6,70.7653
2006.8333,2006,11,670,3828428.941,170851.4404,0.1666,0,0,0,0.1668,0.6667,25.8868,16.6,34.2,61.3564
2006.9167,2006,12,531,3828428.941,170368.9264,0.4793,0.0209,0,0,0.0208,0.479,23.5407,14.6,33.2,65.0004
2007,2007,1,221,4053737.643,169256.4055,0.6667,0.1667,0,0,0,0.1667,22.5311,12.8,34.8,58.9643
2007.0833,2007,2,86,4053737.643,167513.6775,0.4793,0.479,0.0208,0,0,0.0209,24.5176,14.6,35.6,65.4811
2007.1667,2007,3,52,4053737.643,165255.5869,0.1666,0.6667,0.1668,0,0,0,27.8958,18,41,51.0504
2007.25,2007,4,43,4053737.643,162605.338,0.0208,0.4792,0.4792,0.0208,0,0,30.1451,21.6,42.2,63.7102
2007.3333,2007,5,98,4053737.643,159560.4599,0,0.1668,0.6667,0.1666,0,0,30.6388,22.8,40.4,70.9453
2007.4167,2007,6,80,4053737.643,156504.511,0,0.0208,0.479,0.4793,0.0209,0,30.3932,25.2,36,79.0186
2007.5,2007,7,161,4053737.643,153831.8143,0,0,0.1667,0.6667,0.1667,0,28.7137,24.2,32.2,85.9084
2007.5833,2007,8,529,4053737.643,151538.478,0,0,0.0209,0.4793,0.479,0.0208,27.8034,25,33.6,88.2089
2007.6667,2007,9,886,4053737.643,149493.7419,0,0,0,0.1666,0.6667,0.1668,28.2163,23,33.6,86.0914
2007.75,2007,10,1107,4053737.643,147574.1278,0.0208,0,0,0.0208,0.4792,0.4792,27.5738,17,37,67.9013
2007.8333,2007,11,689,4053737.643,145777.1102,0.1666,0,0,0,0.1668,0.6667,25.7214,13,35.4,65.7218
2007.9167,2007,12,435,4053737.643,144100.7527,0.4793,0.0209,0,0,0.0208,0.479,23.038,13.4,34,59.7151
2008,2008,1,163,4072928,142603.2657,0.6667,0.1667,0,0,0,0.1667,20.9077,12,34,59.4265
2008.0833,2008,2,57,4072928,141336.7557,0.4793,0.479,0.0208,0,0,0.0209,21.5386,9.8,36.4,49.9232
2008.1667,2008,3,28,4072928,140300.1186,0.1666,0.6667,0.1668,0,0,0,26.8276,16,37,60.8651
2008.25,2008,4,57,4072928,139457.5684,0.0208,0.4792,0.4792,0.0208,0,0,29.6144,21.6,39.4,63.445
2008.3333,2008,5,39,4072928,138769.4519,0,0.1668,0.6667,0.1666,0,0,29.8248,23.6,35.2,75.1404
2008.4167,2008,6,66,4072928,138235.2214,0,0.0208,0.479,0.4793,0.0209,0,29.261,24.4,34.2,83.5936
2008.5,2008,7,284,4072928,137880.6873,0,0,0.1667,0.6667,0.1667,0,28.1983,24.6,33,86.5221
2008.5833,2008,8,528,4072928,137729.6459,0,0,0.0209,0.4793,0.479,0.0208,27.339,24.6,32.4,85.9777
2008.6667,2008,9,1521,4072928,137782.2825,0,0,0,0.1666,0.6667,0.1668,27.6708,23.6,33.6,84.8607
2008.75,2008,10,1058,4072928,138020.2781,0.0208,0,0,0.0208,0.4792,0.4792,27.9193,18.2,36.6,70.0175
2008.8333,2008,11,618,4072928,138425.3807,0.1666,0,0,0,0.1668,0.6667,26.022,17.2,35.6,57.1207
2008.9167,2008,12,230,4072928,138998.3778,0.4793,0.0209,0,0,0.0208,0.479,24.3134,12.6,35.6,63.1482
2009,2009,1,208,4243741,139757.2718,0.6667,0.1667,0,0,0,0.1667,22.91,13.6,33.4,64.2595
2009.0833,2009,2,115,4243741,140722.0263,0.4793,0.479,0.0208,0,0,0.0209,24.4538,14.4,36.6,58.713
2009.1667,2009,3,95,4243741,141894.17,0.1666,0.6667,0.1668,0,0,0,28.3897,19,39.8,54.4535
2009.25,2009,4,39,4243741,143241.7177,0.0208,0.4792,0.4792,0.0208,0,0,31.1489,22.6,41.8,52.0399
2009.3333,2009,5,40,4243741,144736.7764,0,0.1668,0.6667,0.1666,0,0,30.2967,23.6,39.2,73.2158
2009.4167,2009,6,60,4243741,146381.4068,0,0.0208,0.479,0.4793,0.0209,0,30.336,22.8,34.2,75.7315
2009.5,2009,7,145,4243741,148223.8344,0,0,0.1667,0.6667,0.1667,0,27.8629,24,32.6,89.7309
2009.5833,2009,8,580,4243741,150318.1124,0,0,0.0209,0.4793,0.479,0.0208,28.4713,23.6,33,83.0879
2009.6667,2009,9,741,4243741,152667.2084,0,0,0,0.1666,0.6667,0.1668,29.3958,23.8,35.2,79.4999
2009.75,2009,10,714,4243741,155165.6339,0.0208,0,0,0.0208,0.4792,0.4792,27.9371,16.2,37.4,67.6804
2009.8333,2009,11,539,4243741,157716.1988,0.1666,0,0,0,0.1668,0.6667,25.7805,17,36,64.8598
2009.9167,2009,12,297,4243741,160322.059,0.4793,0.0209,0,0,0.0208,0.479,23.7813,13.8,32.6,62.7332
2010,2010,1,146,4414554,163181.2919,0.6667,0.1667,0,0,0,0.1667,23.4376,14,33.2,55.6607
2010.0833,2010,2,80,4414554,166501.3173,0.4793,0.479,0.0208,0,0,0.0209,24.452,16.6,37,56.943600000000004
2010.1667,2010,3,52,4414554,170286.9509,0.1666,0.6667,0.1668,0,0,0,28.2113,20,41.6,59.1354
2010.25,2010,4,36,4414554,174020.6788,0.0208,0.4792,0.4792,0.0208,0,0,30.769,22.4,40.2,65.6651
2010.3333,2010,5,28,4414554,177198.3279,0,0.1668,0.6667,0.1666,0,0,31.9239,26.4,42,69.8821
2010.4167,2010,6,16,4414554,179822.7112,0,0.0208,0.479,0.4793,0.0209,0,30.694,23.2,37.6,79.6253
2010.5,2010,7,154,4414554,181801.4545,0,0,0.1667,0.6667,0.1667,0,28.5274,24.8,33,88.0649
2010.5833,2010,8,519,4414554,183051.9578,0,0,0.0209,0.4793,0.479,0.0208,28.0279,24.4,32,88.033
2010.6667,2010,9,860,4414554,183574.4103,0,0,0,0.1666,0.6667,0.1668,28.2509,24.6,35.8,85.3117
2010.75,2010,10,1067,4414554,183872.4,0.0208,0,0,0.0208,0.4792,0.4792,28.5774,21.2,36.2,77.0989
2010.8333,2010,11,817,4414554,184451.8312,0.1666,0,0,0,0.1668,0.6667,26.7941,19.6,34,76.4507
2010.9167,2010,12,503,4414554,185313.9065,0.4793,0.0209,0,0,0.0208,0.479,21.4283,12,31,68.2223
2011,2011,1,159,4585367,186254.6019,0.6667,0.1667,0,0,0,0.1667,21.0805,12,31.6,57.068600000000004
2011.0833,2011,2,53,4585367,187072.8251,0.4793,0.479,0.0208,0,0,0.0209,23.9258,15.2,34.8,60.1151
2011.1667,2011,3,35,4585367,187769.3379,0.1666,0.6667,0.1668,0,0,0,27.7197,18.4,39.4,54.0723
2011.25,2011,4,38,4585367,188440.3961,0.0208,0.4792,0.4792,0.0208,0,0,29.4067,20,38,68.1438
2011.3333,2011,5,15,4585367,189184.8344,0,0.1668,0.6667,0.1666,0,0,30.316,25.8,36.4,74.0367
2011.4167,2011,6,34,4585367,190003.6787,0,0.0208,0.479,0.4793,0.0209,0,30.2727,25.6,38,78.067
2011.5,2011,7,120,4585367,190845.2868,0,0,0.1667,0.6667,0.1667,0,28.3628,24.8,34,86.1729
2011.5833,2011,8,563,4585367,191660.9181,0,0,0.0209,0.4793,0.479,0.0208,27.5844,24.4,31.6,89.8189
2011.6667,2011,9,1051,4585367,192451.5049,0,0,0,0.1666,0.6667,0.1668,27.7332,24.8,32.6,85.2442
2011.75,2011,10,739,4585367,193240.1407,0.0208,0,0,0.0208,0.4792,0.4792,29.125,20.2,36.8,66.3603
2011.8333,2011,11,406,4585367,194052.7787,0.1666,0,0,0,0.1668,0.6667,27.5075,18.6,36,57.6428
2011.9167,2011,12,254,4585367,194890.4375,0.4793,0.0209,0,0,0.0208,0.479,23.4299,13.8,34,61.2954
2012,2012,1,82,4706296,195739.4751,0.6667,0.1667,0,0,0,0.1667,20.5293,12.6,30,59.1717
2012.0833,2012,2,32,4706296,196589.2484,0.4793,0.479,0.0208,0,0,0.0209,22.9887,9.6,35.8,52.1873
2012.1667,2012,3,11,4706296,197440.7787,0.1666,0.6667,0.1668,0,0,0,26.7279,17,39,54.4426
2012.25,2012,4,7,4706296,198295.5463,0.0208,0.4792,0.4792,0.0208,0,0,29.8864,23.4,39.8,65.61
2012.3333,2012,5,13,4706296,199158.094,0,0.1668,0.6667,0.1666,0,0,30.3224,23.3,38.8,73.6773
2012.4167,2012,6,22,4706296,200029.4713,0,0.0208,0.479,0.4793,0.0209,0,30.471800000000002,19,35.6,76.3329
2012.5,2012,7,69,4706296,200910.4045,0,0,0.1667,0.6667,0.1667,0,29.0194,25.6,32.2,84.2375
2012.5833,2012,8,358,4706296,201804.7498,0,0,0.0209,0.4793,0.479,0.0208,28.1279,25,32,85.5678
2012.6667,2012,9,568,4706296,202713.6049,0,0,0,0.1666,0.6667,0.1668,27.8962,24.4,36,85.6034
2012.75,2012,10,745,4706296,203625.4947,0.0208,0,0,0.0208,0.4792,0.4792,28.9036,20.6,37.2,68.8551
2012.8333,2012,11,272,4706296,204532.2053,0.1666,0,0,0,0.1668,0.6667,25.4966,17,35.6,54.9349
2012.9167,2012,12,111,4706296,205434.8158,0.4793,0.0209,0,0,0.0208,0.479,24.4632,15.4,35.8,58.1556
2013,2013,1,45,4891945,206346.4176,0.6667,0.1667,0,0,0,0.1667,21.6717,12.6,34.6,54.5055
2013.0833,2013,2,18,4891945,207283.352,0.4793,0.479,0.0208,0,0,0.0209,24.791,14,37,56.372
2013.1667,2013,3,13,4891945,208246.7893,0.1666,0.6667,0.1668,0,0,0,28.0149,17.8,38.4,52.2332
2013.25,2013,4,5,4891945,209234.4193,0.0208,0.4792,0.4792,0.0208,0,0,29.4242,22.4,39,62.8809
2013.3333,2013,5,6,4891945,210211.8275,0,0.1668,0.6667,0.1666,0,0,30.6569,26.8,39,73.4361
2013.4167,2013,6,9,4891945,211144.5506,0,0.0208,0.479,0.4793,0.0209,0,28.8582,21.8,34.4,84.1047
2013.5,2013,7,125,4891945,212030.3519,0,0,0.1667,0.6667,0.1667,0,27.5661,24,31.6,88.932
2013.5833,2013,8,298,4891945,212951.8115,0,0,0.0209,0.4793,0.479,0.0208,27.2813,24,30.6,86.5014
2013.6667,2013,9,405,4891945,213991.6806,0,0,0,0.1666,0.6667,0.1668,28.3583,24,34.4,81.9579
2013.75,2013,10,384,4891945,215147.4657,0.0208,0,0,0.0208,0.4792,0.4792,28.3694,22.8,35.8,73.3137
2013.8333,2013,11,404,4891945,216711.0738,0.1666,0,0,0,0.1668,0.6667,26.5949,18.2,35.4,59.1324
2013.9167,2013,12,145,4891945,218976.3708,0.4793,0.0209,0,0,0.0208,0.479,22.946,14.4,33,61.5368
2014,2014,1,52,5084688,221937.9244,0.6667,0.1667,0,0,0,0.1667,22.0464,12.8,32.6,63.2163
2014.0833,2014,2,19,5084688,225072.1696,0.4793,0.479,0.0208,0,0,0.0209,23.8884,13.2,33.4,59.0369
2014.1667,2014,3,21,5084688,227856.3712,0.1666,0.6667,0.1668,0,0,0,27.5464,16.6,37.5,55.6423
2014.25,2014,4,13,5084688,230283.8522,0.0208,0.4792,0.4792,0.0208,0,0,30.02,21.6,40.7,62.69
2014.3333,2014,5,14,5084688,232489.9172,0,0.1668,0.6667,0.1666,0,0,31.1581,26,39.5,70.629
2014.4167,2014,6,16,5084688,234608.807,0,0.0208,0.479,0.4793,0.0209,0,31.15,26.6,37.3,74.5517
2014.5,2014,7,35,5084688,236635.4402,0,0,0.1667,0.6667,0.1667,0,29.1413,24.6,34.3,83.3213
2014.5833,2014,8,127,5084688,238514.6466,0,0,0.0209,0.4793,0.479,0.0208,28.5274,24.2,34.3,84.6669
2014.6667,2014,9,266,5084688,240190.5477,0,0,0,0.1666,0.6667,0.1668,28.5134,24.4,35.7,82.4702
2014.75,2014,10,266,5084688,241659.1246,0.0208,0,0,0.0208,0.4792,0.4792,30.2488,23.2,38.3,64.222
2014.8333,2014,11,209,5084688,242950.7668,0.1666,0,0,0,0.1668,0.6667,28.06,19,36.7,60.302
2014.9167,2014,12,208,5084688,244095.0143,0.4793,0.0209,0,0,0.0208,0.479,23.3109,14.3,33.3,54.3567
2015,2015,1,44,5284688,245089.1229,0.6667,0.1667,0,0,0,0.1667,21.8633,13.6,32.3,61.5498
2015.0833,2015,2,12,5284688,245921.5778,0.4792,0.4792,0.0208,0,0,0.0208,24.9252,16.4,36.9,59.5834
2015.1667,2015,3,6,5284688,246578.6669,0.1667,0.6667,0.1667,0,0,0,27.8401,18.8,40.8,53.4613
2015.25,2015,4,12,5284688,247060.3902,0.0208,0.4792,0.4792,0.0208,0,0,29.33,23,41,70.4629
2015.3333,2015,5,21,5284688,247371.1912,0,0.1667,0.6667,0.1667,0,0,31.586,26.2,39.4,71.0459
