time,temp,dew,date,RH
569922,21.4,15.7,1996-01-06T23:30:00Z,69.99
569925,19.6,14.8,1996-01-07T02:30:00Z,73.81
569928,18.6,12.9,1996-01-07T05:30:00Z,69.45
569931,18.4,13.4,1996-01-07T08:30:00Z,72.65
569934,24.4,15.9,1996-01-07T11:30:00Z,59.11
569937,28,16.8,1996-01-07T14:30:00Z,50.6
569940,27.4,16.5,1996-01-07T17:30:00Z,51.42
569943,23.4,17.3,1996-01-07T20:30:00Z,68.61
569946,22.2,15.5,1996-01-07T23:30:00Z,65.8
569949,20,14.1,1996-01-08T02:30:00Z,68.82
569952,19.2,14.8,1996-01-08T05:30:00Z,75.67
569955,19.2,15.5,1996-01-08T08:30:00Z,79.15
569958,25,17,1996-01-08T11:30:00Z,61.16
569961,28.6,17.6,1996-01-08T14:30:00Z,51.4
569964,27.8,17.8,1996-01-08T17:30:00Z,54.53
569967,23.4,17.3,1996-01-08T20:30:00Z,68.61
569970,22.8,18,1996-01-08T23:30:00Z,74.36
569973,21,15.3,1996-01-09T02:30:00Z,69.91
569976,20.4,16.4,1996-01-09T05:30:00Z,77.83
569979,19.6,15.6,1996-01-09T08:30:00Z,77.71
569982,25,16.6,1996-01-09T11:30:00Z,59.63
569985,28,16.8,1996-01-09T14:30:00Z,50.6
569988,27.4,14.9,1996-01-09T17:30:00Z,46.41
569991,24,16.5,1996-01-09T20:30:00Z,62.91
569994,23.4,18.3,1996-01-09T23:30:00Z,73.07
569997,22,18.2,1996-01-10T02:30:00Z,79.05
570000,21.2,17.7,1996-01-10T05:30:00Z,80.44
570003,19.4,16.1,1996-01-10T08:30:00Z,81.23
570006,24.8,11.4,1996-01-10T11:30:00Z,43.07
570009,27.8,8.4,1996-01-10T14:30:00Z,29.51
570012,27.2,6.8,1996-01-10T17:30:00Z,27.41
570015,27.2,6.8,1996-01-10T20:30:00Z,27.41
570018,21.4,8.5,1996-01-10T23:30:00Z,43.57
570021,19.8,10.2,1996-01-11T02:30:00Z,53.91
570024,18,9.7,1996-01-11T05:30:00Z,58.34
570027,18,10.6,1996-01-11T08:30:00Z,61.96
570030,25.2,8,1996-01-11T11:30:00Z,33.48
570033,28,6.8,1996-01-11T14:30:00Z,26.16
570036,27.8,9.5,1996-01-11T17:30:00Z,31.79
570039,23,10.8,1996-01-11T20:30:00Z,46.12
570042,21.6,12,1996-01-11T23:30:00Z,54.37
570045,19.6,11.2,1996-01-12T02:30:00Z,58.34
570048,18.2,9.9,1996-01-12T05:30:00Z,58.39
570051,18.2,12.5,1996-01-12T08:30:00Z,69.37
570054,26.4,13.1,1996-01-12T11:30:00Z,43.8
570057,28.2,14.7,1996-01-12T14:30:00Z,43.73
570060,28,14,1996-01-12T17:30:00Z,42.28
570063,23.8,12.7,1996-01-12T20:30:00Z,49.82
570066,22,14.9,1996-01-12T23:30:00Z,64.09
570069,21,15.3,1996-01-13T02:30:00Z,69.91
570072,20.6,17.7,1996-01-13T05:30:00Z,83.47
570075,19.6,13.7,1996-01-13T08:30:00Z,68.74
570078,25.6,15.8,1996-01-13T11:30:00Z,54.68
570081,28,14.8,1996-01-13T14:30:00Z,44.53
570084,27.4,14,1996-01-13T17:30:00Z,43.79
570087,22.6,17.4,1996-01-13T20:30:00Z,72.47
570090,22,17.8,1996-01-13T23:30:00Z,77.09
570096,20.4,16.8,1996-01-14T05:30:00Z,79.83
570102,25.2,16.1,1996-01-14T11:30:00Z,57.08
570105,25.4,16.3,1996-01-14T14:30:00Z,57.13
570108,25.8,17.2,1996-01-14T17:30:00Z,59.06
570111,23,18.2,1996-01-14T20:30:00Z,74.39
570114,22.8,19,1996-01-14T23:30:00Z,79.16
570117,22.6,17.1,1996-01-15T02:30:00Z,71.11
570120,21.8,17.3,1996-01-15T05:30:00Z,75.61
570123,21.8,17.3,1996-01-15T08:30:00Z,75.61
570126,20.6,18.7,1996-01-15T11:30:00Z,88.87
570129,21,17.4,1996-01-15T14:30:00Z,79.91
570132,21.6,18.1,1996-01-15T17:30:00Z,80.5
570135,21,18.5,1996-01-15T20:30:00Z,85.64
570138,15.4,11.7,1996-01-15T23:30:00Z,78.6
570141,19.2,16.9,1996-01-16T02:30:00Z,86.54
570144,18,12.6,1996-01-16T05:30:00Z,70.71
570147,17.4,13.5,1996-01-16T08:30:00Z,77.88
570150,21,12.1,1996-01-16T11:30:00Z,56.78
570153,23.2,12.8,1996-01-16T14:30:00Z,51.99
570156,23,11.7,1996-01-16T17:30:00Z,48.96
570159,20.2,12,1996-01-16T20:30:00Z,59.26
570162,18.8,13.9,1996-01-16T23:30:00Z,73.2
570165,18,11.8,1996-01-17T02:30:00Z,67.08
570168,16.8,10.9,1996-01-17T05:30:00Z,68.18
570171,16.4,11.2,1996-01-17T08:30:00Z,71.34
570174,21.8,11.4,1996-01-17T11:30:00Z,51.63
570177,24,10.3,1996-01-17T14:30:00Z,42
570180,22.4,10.5,1996-01-17T17:30:00Z,46.89
570183,19.6,8,1996-01-17T20:30:00Z,47.07
570186,17.6,9.2,1996-01-17T23:30:00Z,57.85
570189,16.2,8.8,1996-01-18T02:30:00Z,61.54
570192,14.6,7.3,1996-01-18T05:30:00Z,61.58
570195,13.6,7.5,1996-01-18T08:30:00Z,66.61
570198,21.8,8.7,1996-01-18T11:30:00Z,43.1
570204,24.4,11.3,1996-01-18T17:30:00Z,43.82
570207,20.2,9.8,1996-01-18T20:30:00Z,51.2
570210,18,8.3,1996-01-18T23:30:00Z,53.08
570213,15.8,6.4,1996-01-19T02:30:00Z,53.6
570219,14,8,1996-01-19T08:30:00Z,67.15
570222,22.2,8.7,1996-01-19T11:30:00Z,42.06
570225,26,8.2,1996-01-19T14:30:00Z,32.37
570228,25.6,13.8,1996-01-19T17:30:00Z,48.07
570231,21.2,8.8,1996-01-19T20:30:00Z,45.01
570234,19.6,7,1996-01-19T23:30:00Z,43.96
570237,17,8.4,1996-01-20T02:30:00Z,56.93
570240,15.6,8.5,1996-01-20T05:30:00Z,62.66
570243,15.4,9.2,1996-01-20T08:30:00Z,66.54
570246,23,10.8,1996-01-20T11:30:00Z,46.12
570249,27.2,1.5,1996-01-20T14:30:00Z,18.9
570252,26,8.7,1996-01-20T17:30:00Z,33.48
570255,21.6,8.3,1996-01-20T20:30:00Z,42.46
570258,20.4,7.1,1996-01-20T23:30:00Z,42.12
570261,19,9.1,1996-01-21T02:30:00Z,52.63
570264,18.2,6.6,1996-01-21T05:30:00Z,46.68
570270,25.2,7.5,1996-01-21T11:30:00Z,32.36
570273,27,7.1,1996-01-21T14:30:00Z,28.31
570276,26.8,9.5,1996-01-21T17:30:00Z,33.71
570279,21.4,13,1996-01-21T20:30:00Z,58.78
570282,21,9,1996-01-21T23:30:00Z,46.19
570285,20,9.5,1996-01-22T02:30:00Z,50.81
570288,18,10.6,1996-01-22T05:30:00Z,61.96
570291,17.2,11.7,1996-01-22T08:30:00Z,70.09
570297,29,13,1996-01-22T14:30:00Z,37.38
570300,27,13.9,1996-01-22T17:30:00Z,44.54
570303,23.2,13.6,1996-01-22T20:30:00Z,54.78
570306,21,13.4,1996-01-22T23:30:00Z,61.83
570312,20,12.6,1996-01-23T05:30:00Z,62.41
570315,18.4,12.3,1996-01-23T08:30:00Z,67.61
570318,26.6,11.6,1996-01-23T11:30:00Z,39.23
570321,30.8,8.5,1996-01-23T14:30:00Z,24.99
570324,29,14.1,1996-01-23T17:30:00Z,40.16
570327,24.2,11.5,1996-01-23T20:30:00Z,44.94
570330,22.4,10.9,1996-01-23T23:30:00Z,48.15
570336,19.2,11.2,1996-01-24T05:30:00Z,59.81
570339,19.4,11.4,1996-01-24T08:30:00Z,59.86
570342,27.6,11.2,1996-01-24T11:30:00Z,36.02
570345,31,12,1996-01-24T14:30:00Z,31.21
570348,29.6,15.7,1996-01-24T17:30:00Z,43
570351,25,15.8,1996-01-24T20:30:00Z,56.66
570354,23.8,13.1,1996-01-24T23:30:00Z,51.14
570357,21.8,13.1,1996-01-25T02:30:00Z,57.73
570363,20,13.4,1996-01-25T08:30:00Z,65.76
570366,26.2,14.1,1996-01-25T11:30:00Z,47.3
570372,29.8,16.4,1996-01-25T17:30:00Z,44.45
570375,25,11.7,1996-01-25T20:30:00Z,43.41
570378,22.8,11.4,1996-01-25T23:30:00Z,48.58
570384,21.6,12.6,1996-01-26T05:30:00Z,56.56
570387,20,13.8,1996-01-26T08:30:00Z,67.5
570390,25.8,9.5,1996-01-26T11:30:00Z,35.76
570393,29.8,8.5,1996-01-26T14:30:00Z,26.46
570396,28.6,9.2,1996-01-26T17:30:00Z,29.74
570399,24,11.2,1996-01-26T20:30:00Z,44.59
570402,22.4,13,1996-01-26T23:30:00Z,55.3
570405,21,12.9,1996-01-27T02:30:00Z,59.84
570408,20.6,15.2,1996-01-27T05:30:00Z,71.19
570411,19.8,15.1,1996-01-27T08:30:00Z,74.32
570414,25,14.2,1996-01-27T11:30:00Z,51.12
570417,29,11.3,1996-01-27T14:30:00Z,33.43
570420,28,9.3,1996-01-27T17:30:00Z,31
570423,24.4,11.7,1996-01-27T20:30:00Z,45
570426,22.6,12.9,1996-01-27T23:30:00Z,54.27
570429,21.2,13.2,1996-01-28T02:30:00Z,60.28
570432,19.4,10.6,1996-01-28T05:30:00Z,56.76
570435,18.4,10.2,1996-01-28T08:30:00Z,58.83
570438,26.6,11.6,1996-01-28T11:30:00Z,39.23
570441,30,11.9,1996-01-28T14:30:00Z,32.83
570444,28.8,12.5,1996-01-28T17:30:00Z,36.6
570447,25,14.2,1996-01-28T20:30:00Z,51.12
570450,23,12.9,1996-01-28T23:30:00Z,52.97
570453,21,11.9,1996-01-29T02:30:00Z,56.04
570456,19,10.9,1996-01-29T05:30:00Z,59.37
570459,17.8,10.8,1996-01-29T08:30:00Z,63.58
570462,25.8,11.4,1996-01-29T11:30:00Z,40.59
570468,30.8,15.7,1996-01-29T17:30:00Z,40.14
570471,24,10.7,1996-01-29T20:30:00Z,43.14
570474,21.4,10,1996-01-29T23:30:00Z,48.2
570477,20,13.4,1996-01-30T02:30:00Z,65.76
570480,18,10.1,1996-01-30T05:30:00Z,59.92
570486,25.8,12.3,1996-01-30T11:30:00Z,43.07
570492,28.6,11.2,1996-01-30T17:30:00Z,33.99
570495,23.6,10.6,1996-01-30T20:30:00Z,43.89
570498,21.4,10,1996-01-30T23:30:00Z,48.2
570501,20.8,9.7,1996-01-31T02:30:00Z,49.02
570504,17.8,8.5,1996-01-31T05:30:00Z,54.49
570507,17,9.8,1996-01-31T08:30:00Z,62.56
570508,25,10.3,1996-01-31T09:30:00Z,39.56
570510,25,10.3,1996-01-31T11:30:00Z,39.56
570513,28.6,9.2,1996-01-31T14:30:00Z,29.74
570516,28.4,6,1996-01-31T17:30:00Z,24.19
570522,21.8,7.1,1996-01-31T23:30:00Z,38.65
570525,19.6,8,1996-02-01T02:30:00Z,47.07
570528,18.8,8.4,1996-02-01T05:30:00Z,50.83
570531,18,7.6,1996-02-01T08:30:00Z,50.62
570534,25.8,10.9,1996-02-01T11:30:00Z,39.26
570537,29.6,4.4,1996-02-01T14:30:00Z,20.19
570540,28.4,7.2,1996-02-01T17:30:00Z,26.26
570558,25.8,6.8,1996-02-02T11:30:00Z,29.77
570564,29,9.3,1996-02-02T17:30:00Z,29.25
570567,24,13.4,1996-02-02T20:30:00Z,51.53
570570,21.8,6,1996-02-02T23:30:00Z,35.84
570573,19.6,5.4,1996-02-03T02:30:00Z,39.37
570576,18.4,5.9,1996-02-03T05:30:00Z,43.92
570579,19.8,3.9,1996-02-03T08:30:00Z,35.02
570582,27.6,4.5,1996-02-03T11:30:00Z,22.83
570585,31.2,6.3,1996-02-03T14:30:00Z,21.02
570588,29.8,11.1,1996-02-03T17:30:00Z,31.5
570591,24.6,8.2,1996-02-03T20:30:00Z,35.18
570594,22.4,9.5,1996-02-03T23:30:00Z,43.85
570597,20.2,8.3,1996-02-04T02:30:00Z,46.28
570600,18.4,11.5,1996-02-04T05:30:00Z,64.14
570603,18.4,7.9,1996-02-04T08:30:00Z,50.38
570606,28.4,7.2,1996-02-04T11:30:00Z,26.26
570612,29.6,12.2,1996-02-04T17:30:00Z,34.26
570615,25.8,8.9,1996-02-04T20:30:00Z,34.34
570618,23.6,10.2,1996-02-04T23:30:00Z,42.74
570621,22.8,8,1996-02-05T02:30:00Z,38.68
570624,20.6,7.4,1996-02-05T05:30:00Z,42.47
570627,19.4,9.2,1996-02-05T08:30:00Z,51.68
570630,29,11.8,1996-02-05T11:30:00Z,34.55
570633,31.6,8.8,1996-02-05T14:30:00Z,24.36
570636,30.6,10.3,1996-02-05T17:30:00Z,28.53
570639,26.2,10.6,1996-02-05T20:30:00Z,37.59
570642,25,8.2,1996-02-05T23:30:00Z,34.35
570645,23.6,8.7,1996-02-06T02:30:00Z,38.64
570648,21.8,9.1,1996-02-06T05:30:00Z,44.28
570651,19.6,10.4,1996-02-06T08:30:00Z,55.32
570654,29.6,8.7,1996-02-06T11:30:00Z,27.13
570657,32.2,5.6,1996-02-06T14:30:00Z,18.92
570660,31.2,9.1,1996-02-06T17:30:00Z,25.43
570663,25.8,10,1996-02-06T20:30:00Z,36.98
570666,24.8,6.3,1996-02-06T23:30:00Z,30.53
570669,23.2,7.1,1996-02-07T02:30:00Z,35.5
570672,22,10.3,1996-02-07T05:30:00Z,47.41
570675,21.4,9.5,1996-02-07T08:30:00Z,46.61
570678,27.4,8.9,1996-02-07T11:30:00Z,31.25
570681,31.6,10.9,1996-02-07T14:30:00Z,28.04
570684,30.4,7.8,1996-02-07T17:30:00Z,24.38
570687,27,7.1,1996-02-07T20:30:00Z,28.31
570690,24.4,7.1,1996-02-07T23:30:00Z,33.03
570693,23,9.8,1996-02-08T02:30:00Z,43.15
570696,21,11.7,1996-02-08T05:30:00Z,55.31
570699,20.2,13.2,1996-02-08T08:30:00Z,64.11
570702,26,14.3,1996-02-08T11:30:00Z,48.49
570705,29.6,11.3,1996-02-08T14:30:00Z,32.29
570708,28.8,6.7,1996-02-08T17:30:00Z,24.8
570711,25.2,7.5,1996-02-08T20:30:00Z,32.36
570714,23.2,14.8,1996-02-08T23:30:00Z,59.21
570717,21.6,16.7,1996-02-09T02:30:00Z,73.69
570720,20.4,15.7,1996-02-09T05:30:00Z,74.43
570723,20.8,14.7,1996-02-09T08:30:00Z,68.1
570726,25.2,14.1,1996-02-09T11:30:00Z,50.19
570728,25.2,14.1,1996-02-09T13:30:00Z,50.19
570729,29,10.9,1996-02-09T14:30:00Z,32.55
570732,28.8,10.5,1996-02-09T17:30:00Z,32.07
570735,23.4,15.4,1996-02-09T20:30:00Z,60.79
570738,23,17.9,1996-02-09T23:30:00Z,73
570741,22.4,16.5,1996-02-10T02:30:00Z,69.29
570744,20,15.3,1996-02-10T05:30:00Z,74.36
570747,20.4,15.7,1996-02-10T08:30:00Z,74.43
570750,26.4,11.3,1996-02-10T11:30:00Z,38.91
570753,29,11.8,1996-02-10T14:30:00Z,34.55
570756,28.8,2,1996-02-10T17:30:00Z,17.85
570759,23.8,6.9,1996-02-10T20:30:00Z,33.78
570762,21.4,6.5,1996-02-10T23:30:00Z,38.01
570765,20.2,10.2,1996-02-11T02:30:00Z,52.59
570768,19,6.1,1996-02-11T05:30:00Z,42.89
570771,17.8,6,1996-02-11T08:30:00Z,45.93
570774,26,4.1,1996-02-11T11:30:00Z,24.39
570780,27.2,7.4,1996-02-11T17:30:00Z,28.56
570783,23,10.3,1996-02-11T20:30:00Z,44.61
570786,21.2,6.7,1996-02-11T23:30:00Z,39.02
570789,18.8,6.9,1996-02-12T02:30:00Z,45.89
570792,16.6,7.4,1996-02-12T05:30:00Z,54.55
570795,17.2,6.7,1996-02-12T08:30:00Z,50.06
570798,26.6,7,1996-02-12T11:30:00Z,28.79
570801,29.4,9.9,1996-02-12T14:30:00Z,29.76
570807,24.6,11.1,1996-02-12T20:30:00Z,42.73
570810,21.8,11.4,1996-02-12T23:30:00Z,51.63
570813,20.4,12.2,1996-02-13T02:30:00Z,59.31
570816,18.8,9.4,1996-02-13T05:30:00Z,54.38
570819,19.4,9.2,1996-02-13T08:30:00Z,51.68
570822,26.4,9.4,1996-02-13T11:30:00Z,34.28
570825,30.6,8.7,1996-02-13T14:30:00Z,25.62
570828,28.8,8.4,1996-02-13T17:30:00Z,27.85
570831,24.8,6.8,1996-02-13T20:30:00Z,31.59
570837,21.8,8.1,1996-02-14T02:30:00Z,41.38
570840,19.6,9.5,1996-02-14T05:30:00Z,52.09
570843,20.6,9.4,1996-02-14T08:30:00Z,48.63
570846,26.6,9.4,1996-02-14T11:30:00Z,33.88
570849,29.6,9.2,1996-02-14T14:30:00Z,28.06
570852,29.4,4,1996-02-14T17:30:00Z,19.86
570855,25.6,7.6,1996-02-14T20:30:00Z,31.82
570858,23.2,16,1996-02-14T23:30:00Z,63.94
570861,21.6,16.7,1996-02-15T02:30:00Z,73.69
570864,20.4,14.6,1996-02-15T05:30:00Z,69.35
570867,20.2,14.8,1996-02-15T08:30:00Z,71.12
570870,26.2,9.6,1996-02-15T11:30:00Z,35.16
570873,30.6,8.2,1996-02-15T14:30:00Z,24.77
570876,28.8,9,1996-02-15T17:30:00Z,29
570879,24.2,10.5,1996-02-15T20:30:00Z,42.06
570885,21.4,15.4,1996-02-16T02:30:00Z,68.66
570888,20.2,17,1996-02-16T05:30:00Z,81.85
570891,20,10.9,1996-02-16T08:30:00Z,55.79
570894,27.6,8.6,1996-02-16T11:30:00Z,30.27
570897,31,7.7,1996-02-16T14:30:00Z,23.4
570900,29.6,9.8,1996-02-16T17:30:00Z,29.22
570903,26,11.7,1996-02-16T20:30:00Z,40.91
570906,24.6,10.2,1996-02-16T23:30:00Z,40.25
570912,22.2,11.5,1996-02-17T05:30:00Z,50.72
570915,22,9.9,1996-02-17T08:30:00Z,46.16
570918,31.4,9,1996-02-17T11:30:00Z,24.98
570921,33.6,10,1996-02-17T14:30:00Z,23.59
570924,32.4,11.2,1996-02-17T17:30:00Z,27.34
570927,29,8.8,1996-02-17T20:30:00Z,28.28
570930,26.6,8.1,1996-02-17T23:30:00Z,31.03
570933,25.6,9.2,1996-02-18T02:30:00Z,35.46
570936,24.4,10.4,1996-02-18T05:30:00Z,41.28
570942,32.2,12.8,1996-02-18T11:30:00Z,30.72
570945,34,13.2,1996-02-18T14:30:00Z,28.5
570948,32.6,13.9,1996-02-18T17:30:00Z,32.27
570951,28.8,14.2,1996-02-18T20:30:00Z,40.89
570954,28.9,11.4,1996-02-18T23:30:00Z,33.84
570957,24.8,11.8,1996-02-19T02:30:00Z,44.23
570960,23.6,9.7,1996-02-19T05:30:00Z,41.33
570963,25,9.8,1996-02-19T08:30:00Z,38.26
570966,31,15.2,1996-02-19T11:30:00Z,38.43
570969,34.2,7.1,1996-02-19T14:30:00Z,18.75
570972,32,7.2,1996-02-19T17:30:00Z,21.36
570975,28,7.6,1996-02-19T20:30:00Z,27.63
570981,24.4,8.4,1996-02-20T02:30:00Z,36.09
570984,23.8,11.8,1996-02-20T05:30:00Z,46.96
570987,23,14.6,1996-02-20T08:30:00Z,59.16
570990,29,9.3,1996-02-20T11:30:00Z,29.25
570993,31.4,4.7,1996-02-20T14:30:00Z,18.6
570996,31,5.2,1996-02-20T17:30:00Z,19.7
570999,25,15.4,1996-02-20T20:30:00Z,55.23
571002,24.6,18.6,1996-02-20T23:30:00Z,69.28
571005,23.6,19.6,1996-02-21T02:30:00Z,78.3
571008,22.2,18.4,1996-02-21T05:30:00Z,79.08
571011,23.2,19.1,1996-02-21T08:30:00Z,77.75
571014,28.8,18.6,1996-02-21T11:30:00Z,54.1
571017,30,17.8,1996-02-21T14:30:00Z,48.01
571020,28.8,15.7,1996-02-21T17:30:00Z,45.03
571023,24.8,19.9,1996-02-21T20:30:00Z,74.23
571026,24.2,20.8,1996-02-21T23:30:00Z,81.34
571029,24.6,20.6,1996-02-22T02:30:00Z,78.44
571032,24,20.6,1996-02-22T05:30:00Z,81.31
571035,24.6,20.3,1996-02-22T08:30:00Z,77
571038,28,20.1,1996-02-22T11:30:00Z,62.22
571041,29.2,20.1,1996-02-22T14:30:00Z,58.03
571044,27.8,20.2,1996-02-22T17:30:00Z,63.34
571047,25,20.7,1996-02-22T20:30:00Z,77.06
571050,24.2,20.8,1996-02-22T23:30:00Z,81.34
571053,24,21,1996-02-23T02:30:00Z,83.34
571056,23.6,20.2,1996-02-23T05:30:00Z,81.26
571059,24,21,1996-02-23T08:30:00Z,83.34
571062,27,19.3,1996-02-23T11:30:00Z,62.78
571065,29.2,19,1996-02-23T14:30:00Z,54.2
571068,27.6,20.6,1996-02-23T17:30:00Z,65.69
571071,25.2,20.6,1996-02-23T20:30:00Z,75.68
571074,24.4,20.4,1996-02-23T23:30:00Z,78.41
571077,24,20.6,1996-02-24T02:30:00Z,81.31
571080,23.8,20.4,1996-02-24T05:30:00Z,81.29
571083,24.2,19.2,1996-02-24T08:30:00Z,73.67
571086,27.6,19.3,1996-02-24T11:30:00Z,60.61
571089,29.2,13.9,1996-02-24T14:30:00Z,39.18
571092,28.4,16.2,1996-02-24T17:30:00Z,47.58
571095,25.2,20.6,1996-02-24T20:30:00Z,75.68
571098,24.8,20.5,1996-02-24T23:30:00Z,77.03
571101,24.4,20.4,1996-02-25T02:30:00Z,78.41
571104,23.2,18.5,1996-02-25T05:30:00Z,74.89
571107,23.8,17.4,1996-02-25T08:30:00Z,67.4
571110,26.4,14.4,1996-02-25T11:30:00Z,47.66
571116,27.8,15.8,1996-02-25T17:30:00Z,48.04
571119,25,18,1996-02-25T20:30:00Z,65.15
571122,24.6,16.5,1996-02-25T23:30:00Z,60.68
571125,21.6,8.8,1996-02-26T02:30:00Z,43.92
571128,20.4,8.6,1996-02-26T05:30:00Z,46.65
571131,20.2,8.8,1996-02-26T08:30:00Z,47.87
571134,25,8.6,1996-02-26T11:30:00Z,35.29
571137,26.8,6.7,1996-02-26T14:30:00Z,27.87
571140,26.8,6.2,1996-02-26T17:30:00Z,26.93
571143,23.2,8.1,1996-02-26T20:30:00Z,38.01
571146,21.4,7.5,1996-02-26T23:30:00Z,40.71
571149,20.8,10.1,1996-02-27T02:30:00Z,50.35
571152,19,9.6,1996-02-27T05:30:00Z,54.43
571155,19.8,8.8,1996-02-27T08:30:00Z,49.07
571158,27,7.7,1996-02-27T11:30:00Z,29.49
571161,29,3.9,1996-02-27T14:30:00Z,20.18
571164,26.8,10,1996-02-27T17:30:00Z,34.86
571167,25,8.6,1996-02-27T20:30:00Z,35.29
571170,23.2,10.1,1996-02-27T23:30:00Z,43.49
571176,20,16.4,1996-02-28T05:30:00Z,79.77
571179,19.8,9.7,1996-02-28T08:30:00Z,52.14
571182,27,10.3,1996-02-28T11:30:00Z,35.15
571185,30.8,10.1,1996-02-28T14:30:00Z,27.83
571188,30.6,8.2,1996-02-28T17:30:00Z,24.77
571191,25.2,10.5,1996-02-28T20:30:00Z,39.62
571194,24,10.7,1996-02-28T23:30:00Z,43.14
571197,22.8,16.2,1996-02-29T02:30:00Z,66.35
571200,21.6,15.6,1996-02-29T05:30:00Z,68.69
571203,22.6,12.9,1996-02-29T08:30:00Z,54.27
571206,30,10.9,1996-02-29T11:30:00Z,30.73
571209,33.6,10.6,1996-02-29T14:30:00Z,24.56
571215,27,13.1,1996-02-29T20:30:00Z,42.28
571218,26.2,12.4,1996-02-29T23:30:00Z,42.34
571221,24.6,16.9,1996-03-01T02:30:00Z,62.24
571224,23.6,14.5,1996-03-01T05:30:00Z,56.69
571227,25.2,13.2,1996-03-01T08:30:00Z,47.34
571230,31,12.9,1996-03-01T11:30:00Z,33.11
571233,33.8,14.8,1996-03-01T14:30:00Z,31.98
571236,33.2,12,1996-03-01T17:30:00Z,27.56
571239,27.8,12.8,1996-03-01T20:30:00Z,39.56
571242,26.4,14.4,1996-03-01T23:30:00Z,47.66
571248,25.6,14.6,1996-03-02T05:30:00Z,50.62
571251,25,17,1996-03-02T08:30:00Z,61.16
571254,29.2,13,1996-03-02T11:30:00Z,36.95
571257,32.4,6.7,1996-03-02T14:30:00Z,20.18
571260,32.8,7.4,1996-03-02T17:30:00Z,20.7
571263,28,10.3,1996-03-02T20:30:00Z,33.15
571266,26,16.3,1996-03-02T23:30:00Z,55.13
571269,24.6,15.3,1996-03-03T02:30:00Z,56.2
571272,24.3,11.1,1996-03-03T05:30:00Z,43.51
571275,24,13.8,1996-03-03T08:30:00Z,52.89
571278,29.8,11.1,1996-03-03T11:30:00Z,31.5
571281,32.6,11,1996-03-03T14:30:00Z,26.68
571284,31.8,8,1996-03-03T17:30:00Z,22.82
571287,27.4,11.4,1996-03-03T20:30:00Z,36.93
571290,25.6,14.6,1996-03-03T23:30:00Z,50.62
571293,24.4,11.3,1996-03-04T02:30:00Z,43.82
571296,23.6,11.1,1996-03-04T05:30:00Z,45.38
571299,25.6,8.6,1996-03-04T08:30:00Z,34.05
571302,32,9.5,1996-03-04T11:30:00Z,24.97
571305,33.2,5,1996-03-04T14:30:00Z,17.15
571308,33.8,4.2,1996-03-04T17:30:00Z,15.68
571311,28.2,9.6,1996-03-04T20:30:00Z,31.26
571314,26.4,11.8,1996-03-04T23:30:00Z,40.22
571317,25.6,7.6,1996-03-05T02:30:00Z,31.82
571320,24.2,7,1996-03-05T05:30:00Z,33.2
571323,25.8,5.6,1996-03-05T08:30:00Z,27.4
571326,32,7.2,1996-03-05T11:30:00Z,21.36
571329,34.4,6.2,1996-03-05T14:30:00Z,17.43
571332,33.4,8.6,1996-03-05T17:30:00Z,21.72
